"Price - 2","Price - 1","Price - 0","TxGrowth - 2","TxGrowth - 1","TxGrowth - 0","AddressCount - 2","AddressCount - 1","AddressCount - 0","BlockTime - 2","BlockTime - 1","BlockTime - 0","AvgGasPrice - 2","AvgGasPrice - 1","AvgGasPrice - 0","NetworkHash - 2","NetworkHash - 1","NetworkHash - 0","TransactionFee - 2","TransactionFee - 1","TransactionFee - 0","BlockReward - 2","BlockReward - 1","BlockReward - 0","count - 2","count - 1","count - 0","likes_avg - 2","likes_avg - 1","likes_avg - 0","retweets_avg - 2","retweets_avg - 1","retweets_avg - 0","sentiment_avg - 2","sentiment_avg - 1","sentiment_avg - 0","Date(UTC)","Price_real (+1 day)","Price_predicted (+1 day)","Support Prediction","Contradict Prediction"
130.6,127.18,134.25,0.34495807012066937,0.373961578304578,0.4303194293769433,0.9177018266235455,0.9183513357568707,0.9191950579670691,0.24512055109070036,0.1188289322617681,0.008610792192881665,0.004658912709283792,0.0034814230511446094,0.004477476783332966,0.49797648796901445,0.5187181182235576,0.5335775947521026,0.0503073077492536,0.048556835318417535,0.05741876634873441,0.0,0.05909428606806427,0.12759670060673023,422.0,335.0,417.0,127.35308056872036,41.34328358208956,68.72422062350121,272.8696682464455,1009.3641791044777,1419.8129496402878,0.19383909952606632,0.210104776119403,0.23806690647482015,1/3/20 12:00 AM,134.33,133.53841710255614,"Price - 0 = 134.250 (0.923); likes_avg - 0 = 68.724 (0.107); Price - 1 = 127.180 (0.101)","NetworkHash - 0 = 0.534 (-0.069); sentiment_avg - 1 = 0.210 (-0.057); BlockReward - 0 = 0.128 (-0.053)"
127.18,134.25,134.33,0.373961578304578,0.4303194293769433,0.4135852957337488,0.9183513357568707,0.9191950579670691,0.9199824985549453,0.1188289322617681,0.008610792192881665,0.0040183696900114975,0.0034814230511446094,0.004477476783332966,0.0025147414585302576,0.5187181182235576,0.5335775947521026,0.5612629590989422,0.048556835318417535,0.05741876634873441,0.04614655281362364,0.05909428606806427,0.12759670060673023,0.13029460229166864,335.0,417.0,372.0,41.34328358208956,68.72422062350121,32.70967741935484,1009.3641791044777,1419.8129496402878,252.94623655913975,0.210104776119403,0.23806690647482015,0.17641075268817202,1/4/20 12:00 AM,135.44,135.0469651560033,"Price - 0 = 134.330 (0.889); Price - 1 = 134.250 (0.179); likes_avg - 0 = 32.710 (0.113)","BlockReward - 0 = 0.130 (-0.064); NetworkHash - 1 = 0.534 (-0.050); NetworkHash - 0 = 0.561 (-0.047)"
134.25,134.33,135.44,0.4303194293769433,0.4135852957337488,0.388069208586041,0.9191950579670691,0.9199824985549453,0.9206957011068606,0.008610792192881665,0.0040183696900114975,0.014925373134328348,0.004477476783332966,0.0025147414585302576,0.0026209722399362523,0.5335775947521026,0.5612629590989422,0.5433704746228301,0.05741876634873441,0.04614655281362364,0.044746036513403295,0.12759670060673023,0.13029460229166864,0.12273190524721637,417.0,372.0,266.0,68.72422062350121,32.70967741935484,62.14661654135338,1419.8129496402878,252.94623655913975,271.2894736842105,0.23806690647482015,0.17641075268817202,0.09283233082706767,1/5/20 12:00 AM,144.28,131.43962494262627,"Price - 0 = 135.440 (0.899); Price - 1 = 134.330 (0.170); likes_avg - 0 = 62.147 (0.115)","BlockReward - 0 = 0.123 (-0.066); NetworkHash - 1 = 0.561 (-0.050); sentiment_avg - 1 = 0.176 (-0.046)"
134.33,135.44,144.28,0.4135852957337488,0.388069208586041,0.4636023138738255,0.9199824985549453,0.9206957011068606,0.9214546188322216,0.0040183696900114975,0.014925373134328348,0.0,0.0025147414585302576,0.0026209722399362523,0.00394425908052753,0.5612629590989422,0.5433704746228301,0.5523456356136822,0.04614655281362364,0.044746036513403295,0.061400346731189284,0.13029460229166864,0.12273190524721637,0.13302345960052958,372.0,266.0,327.0,32.70967741935484,62.14661654135338,51.357798165137616,252.94623655913975,271.2894736842105,136.99694189602442,0.17641075268817202,0.09283233082706767,0.1746113149847095,1/6/20 12:00 AM,143.18,138.00836737618914,"Price - 0 = 144.280 (0.921); Price - 1 = 135.440 (0.130); likes_avg - 0 = 51.358 (0.115)","count - 1 = 266 (-0.067); NetworkHash - 1 = 0.543 (-0.054); NetworkHash - 0 = 0.552 (-0.047)"
135.44,144.28,143.18,0.388069208586041,0.4636023138738255,0.47839808506993753,0.9206957011068606,0.9214546188322216,0.9222405312146817,0.014925373134328348,0.0,0.007462686567164123,0.0026209722399362523,0.00394425908052753,0.0033855904115059465,0.5433704746228301,0.5523456356136822,0.5648115180629357,0.044746036513403295,0.061400346731189284,0.059058905416811955,0.12273190524721637,0.13302345960052958,0.1261846479154959,266.0,327.0,430.0,62.14661654135338,51.357798165137616,60.3860465116279,271.2894736842105,136.99694189602442,69.51627906976744,0.09283233082706767,0.1746113149847095,0.19597232558139532,1/7/20 12:00 AM,140.66,140.4059424565839,"Price - 0 = 143.180 (0.900); Price - 1 = 144.280 (0.190); likes_avg - 0 = 60.386 (0.113)","NetworkHash - 0 = 0.565 (-0.063); count - 1 = 327 (-0.061); NetworkHash - 1 = 0.552 (-0.049)"
144.28,143.18,140.66,0.4636023138738255,0.47839808506993753,0.48385056367490975,0.9214546188322216,0.9222405312146817,0.9229727599240268,0.0,0.007462686567164123,0.008036739380022894,0.00394425908052753,0.0033855904115059465,0.004378049726291094,0.5523456356136822,0.5648115180629357,0.5535164221203924,0.061400346731189284,0.059058905416811955,0.07143516908128425,0.13302345960052958,0.1261846479154959,0.1258631856670699,327.0,430.0,369.0,51.357798165137616,60.3860465116279,86.56097560975608,136.99694189602442,69.51627906976744,233.96747967479675,0.1746113149847095,0.19597232558139532,0.1698257452574526,1/8/20 12:00 AM,137.9,146.7166343054468,"Price - 0 = 140.660 (0.896); Price - 1 = 143.180 (0.199); likes_avg - 0 = 86.561 (0.124)","BlockReward - 0 = 0.126 (-0.060); likes_avg - 2 = 51.358 (-0.059); NetworkHash - 0 = 0.554 (-0.057)"
143.18,140.66,137.9,0.47839808506993753,0.48385056367490975,0.45980122515777927,0.9222405312146817,0.9229727599240268,0.9238004687246157,0.007462686567164123,0.008036739380022894,0.008036739380022894,0.0033855904115059465,0.004378049726291094,0.003819432447018944,0.5648115180629357,0.5535164221203924,0.5398213619375611,0.059058905416811955,0.07143516908128425,0.05809250441924334,0.1261846479154959,0.1258631856670699,0.12607749383268724,430.0,369.0,322.0,60.3860465116279,86.56097560975608,48.490683229813655,69.51627906976744,233.96747967479675,71.93167701863355,0.19597232558139532,0.1698257452574526,0.2025229813664597,1/9/20 12:00 AM,144.88,137.10269583740404,"Price - 0 = 137.900 (0.895); Price - 1 = 140.660 (0.182); likes_avg - 0 = 48.491 (0.123)","BlockReward - 0 = 0.126 (-0.063); likes_avg - 2 = 60.386 (-0.057); sentiment_avg - 1 = 0.170 (-0.050)"
140.66,137.9,144.88,0.48385056367490975,0.45980122515777927,0.4477113011573077,0.9229727599240268,0.9238004687246157,0.9249470266695096,0.008036739380022894,0.008036739380022894,0.0063145809414465815,0.004378049726291094,0.003819432447018944,0.005360966493746427,0.5535164221203924,0.5398213619375611,0.5592990439400796,0.07143516908128425,0.05809250441924334,0.06930674389046715,0.1258631856670699,0.12607749383268724,0.12849203249864272,369.0,322.0,281.0,86.56097560975608,48.490683229813655,41.13523131672598,233.96747967479675,71.93167701863355,207.1850533807829,0.1698257452574526,0.2025229813664597,0.23016298932384344,1/10/20 12:00 AM,142.69,145.08000088461807,"Price - 0 = 144.880 (0.919); Price - 1 = 137.900 (0.152); likes_avg - 0 = 41.135 (0.109)","count - 1 = 322 (-0.070); NetworkHash - 0 = 0.559 (-0.059); likes_avg - 2 = 86.561 (-0.053)"
137.9,144.88,142.69,0.45980122515777927,0.4477113011573077,0.4065689279164977,0.9238004687246157,0.9249470266695096,0.92608835596873,0.008036739380022894,0.0063145809414465815,0.009184845005740537,0.003819432447018944,0.005360966493746427,0.004130789772013762,0.5398213619375611,0.5592990439400796,0.563219422007796,0.05809250441924334,0.06930674389046715,0.05250618110757917,0.12607749383268724,0.12849203249864272,0.12722523311966016,322.0,281.0,262.0,48.490683229813655,41.13523131672598,47.41984732824427,71.93167701863355,207.1850533807829,313.60305343511453,0.2025229813664597,0.23016298932384344,0.1824729007633587,1/11/20 12:00 AM,146.55,140.35078040489128,"Price - 0 = 142.690 (0.897); Price - 1 = 144.880 (0.199); Price - 2 = 137.900 (0.115)","NetworkHash - 0 = 0.563 (-0.063); count - 1 = 281 (-0.061); BlockReward - 0 = 0.127 (-0.057)"
144.88,142.69,146.55,0.4477113011573077,0.4065689279164977,0.38754049687036773,0.9249470266695096,0.92608835596873,0.9268338364021826,0.0063145809414465815,0.009184845005740537,0.012629161882893163,0.005360966493746427,0.004130789772013762,0.0038694492977730784,0.5592990439400796,0.563219422007796,0.5580284010017685,0.06930674389046715,0.05250618110757917,0.04833956102234722,0.12849203249864272,0.12722523311966016,0.12753240815704503,281.0,262.0,215.0,41.13523131672598,47.41984732824427,98.95813953488373,207.1850533807829,313.60305343511453,841.8790697674417,0.23016298932384344,0.1824729007633587,0.17948883720930234,1/12/20 12:00 AM,143.7,143.33736948787367,"Price - 0 = 146.550 (0.917); Price - 1 = 142.690 (0.152); likes_avg - 0 = 98.958 (0.114)","NetworkHash - 0 = 0.558 (-0.066); count - 1 = 262 (-0.065); AddressCount - 2 = 0.925 (-0.051)"
