,TxGrowth,AddressCount,BlockTime,AvgGasPrice,NetworkHash,TransactionFee,BlockReward,count,likes_avg,retweets_avg,sentiment_avg,PriceChange
2019-09-11,0.5220104985981353,0.8183423313522442,0.013777267508610806,0.015053173686511143,0.6049142875417108,0.14738885267854748,0.12354389507472212,250.0,77.736,57.184,0.2196996,0
2019-09-12,0.5356798839652044,0.8190539947829906,0.012055109070034391,0.01668449048569046,0.6269704260742524,0.1633172139371679,0.12708950461476917,256.0,57.05078125,42.05078125,0.235887890625,1
2019-09-13,0.46133693618605315,0.8196838773924724,0.024684270952927655,0.015748971476663355,0.6129450718267817,0.14779436294862164,0.11686462391298136,298.0,49.89261744966443,87.26845637583892,0.251384899328859,1
2019-09-14,0.4650423673827139,0.8202700314955496,0.013203214695751933,0.016644938519340517,0.6243726751635754,0.16224246029182907,0.1264561049252779,242.0,64.16942148760329,171.32231404958677,0.2404475206611571,1
2019-09-15,0.469116339564914,0.8208834858968089,0.021814006888633698,0.016011569515749235,0.6202708935438385,0.16463792903280147,0.12260332034784596,221.0,86.87782805429865,88.31674208144797,0.19512217194570133,1
2019-09-16,0.5425642592363267,0.8215839497650063,0.010332950631458079,0.016634470101616186,0.63961723272463,0.17140179156002294,0.1302112602272619,261.0,115.32183908045977,230.34099616858242,0.18366513409961688,1
2019-09-17,0.5046008300699782,0.8222410562623996,0.0177956371986222,0.020474372139501693,0.6487289512529559,0.2078902828504138,0.12407014068140472,266.0,56.79699248120301,153.703007518797,0.19713496240601505,1
2019-09-18,0.5245695226244864,0.8229104320661333,0.009758897818599309,0.022611591787754712,0.6623129994473574,0.2201947852133072,0.1292230614635819,334.0,45.58982035928143,113.75748502994013,0.2885952095808382,1
2019-09-19,0.512512967526126,0.8235123594322546,0.025258323765786427,0.024102424621235713,0.6436400921602738,0.24841436427237396,0.11842907352198802,269.0,51.159851301115246,304.32342007434943,0.18520334572490704,1
2019-09-20,0.5307872613845425,0.8242511812563946,0.009758897818599309,0.022768963392220988,0.6542623461014325,0.24970180841902936,0.12781815237786814,271.0,79.760147601476,180.27675276752768,0.25458782287822884,0
2019-09-21,0.4416885850918127,0.8248772651838424,0.018369690011481074,0.01699023430891627,0.6723189125922344,0.1960824842816297,0.12429397365438284,215.0,72.57674418604651,472.42325581395346,0.1848986046511628,0
2019-09-22,0.42655393415648235,0.8254619238287624,0.020091848450057386,0.014266299726696265,0.6512128319863246,0.15189883149385963,0.12045547628799208,128.0,25.515625,359.703125,0.14944921874999995,0
2019-09-23,0.4731450783464745,0.826031278588016,0.014925373134328348,0.019257649296862196,0.6735192379992864,0.22353808611647408,0.1282991551495871,213.0,57.04694835680751,291.3943661971831,0.24149154929577465,0
2019-09-24,0.5251471753965894,0.8267918445920757,0.03329506314580942,0.023260598501487963,0.6463283183553525,0.26227930501349495,0.11511682176227986,346.0,89.95086705202313,66.47687861271676,0.16495722543352606,0
