,Price,TxGrowth,AddressCount,BlockTime,AvgGasPrice,NetworkHash,TransactionFee,BlockReward,count,likes_avg,retweets_avg,sentiment_avg
2019-01-01,142.66,0.331345041,0.592412312,0.105051665,0.00751925,0.590734367,0.0507,0.320462144,79.0,69.82278481012658,28.354430379746837,0.23973037974683545
2019-01-02,156.57,0.43648748600000004,0.593075324,0.09644087300000001,0.006647914,0.611116483,0.0582,0.335845898,137.0,65.62773722627738,78.12408759124088,0.26503357664233584
2019-01-03,149.44,0.441426825,0.593834591,0.148679679,0.0057653109999999995,0.612435705,0.0551,0.29064473399999996,157.0,122.44585987261145,50.05732484076433,0.3268350318471337
2019-01-04,156.04,0.40641024,0.594572015,0.153272101,0.007376064,0.609514191,0.0606,0.286783615,137.0,68.95620437956204,1200.5109489051097,0.1913554744525548
2019-01-05,156.23,0.378077076,0.595331457,0.142365098,0.018020075,0.626647516,0.0835,0.29413081399999996,102.0,161.66666666666666,76.13725490196079,0.2988833333333333
2019-01-06,158.61,0.36041602899999997,0.5961706489999999,0.148105626,0.0065677140000000005,0.632455416,0.0502,0.285747793,89.0,53.66292134831461,223.11235955056182,0.23141235955056175
2019-01-07,152.09,0.407571478,0.596957642,0.14466130900000002,0.009017196,0.642976137,0.0565,0.294773738,160.0,65.825,86.3125,0.3218049999999999
2019-01-08,151.1,0.409353377,0.597821548,0.15154994300000002,0.0068203019999999994,0.625003104,0.0525,0.284726257,173.0,80.35260115606937,186.2601156069364,0.2174809248554913
2019-01-09,151.17,0.413416968,0.598628582,0.144087256,0.006656069000000001,0.642682492,0.0502,0.29404509,159.0,64.13836477987421,369.13207547169816,0.241806289308176
2019-01-10,127.96,0.431207784,0.599398863,0.15097589,0.008628715,0.629381261,0.0614,0.28735153199999997,162.0,87.6358024691358,432.82098765432096,0.28855617283950624
2019-01-11,127.16,0.400804265,0.6003279460000001,0.15097589,0.006769486999999999,0.631119288,0.0556,0.285476336,117.0,106.37606837606836,78.32478632478633,0.2568735042735043
2019-01-12,125.83,0.33471085100000003,0.601149619,0.154994259,0.005215208,0.6118576520000001,0.0412,0.281786663,88.0,61.98863636363637,49.76136363636363,0.19030113636363635
2019-01-13,116.56,0.35594830299999997,0.6020101729999999,0.131458094,0.00534038,0.616849832,0.0445,0.291476964,59.0,58.0,2850.5254237288136,0.21892372881355932
2019-01-14,129.74,0.427055209,0.602571461,0.130884041,0.012720601000000002,0.6248740079999999,0.0858,0.29352717899999997,104.0,84.55769230769229,239.6826923076923,0.1801346153846154
2019-01-15,121.22,0.399364211,0.603186083,0.134328358,0.01188842,0.6376000479999999,0.0712,0.290155397,140.0,115.79285714285713,112.39285714285714,0.29962214285714284
2019-01-16,123.12,0.37548023399999997,0.603951114,0.15154994300000002,0.014276126,0.606572889,0.0728,0.278093419,202.0,81.10891089108911,75.17326732673267,0.19196881188118808
2019-01-17,123.72,0.382446919,0.604603287,0.14466130900000002,0.00677753,0.600390973,0.0554,0.28201525899999996,146.0,84.26712328767123,920.1232876712328,0.2538006849315069
2019-01-18,120.57,0.398624905,0.605293042,0.137198622,0.007583675,0.600571329,0.0622,0.285190591,186.0,62.8763440860215,24.79032258064516,0.2681715053763441
2019-01-19,124.85,0.398792491,0.6058920879999999,0.125143513,0.005477804,0.623386271,0.0556,0.293552182,96.0,70.88541666666667,224.59375,0.12604791666666668
2019-01-20,118.41,0.397739516,0.606587356,0.137772675,0.005435314,0.623545066,0.0515,0.284204774,71.0,91.61971830985917,436.8169014084507,0.1713211267605634
2019-01-21,116.72,0.431142529,0.6071622010000001,0.225602755,0.006700788,0.6018906310000001,0.0598,0.222366153,130.0,75.29230769230769,757.5846153846153,0.22024384615384607
2019-01-22,119.12,0.44805463,0.6076620660000001,0.23076923100000002,0.012057456999999999,0.608237052,0.0821,0.22021949899999999,153.0,85.90849673202614,49.986928104575156,0.2833986928104575
2019-01-23,117.57,0.394857926,0.608318398,0.244546498,0.0064232690000000005,0.569232145,0.0578,0.207882492,201.0,78.96517412935324,238.6218905472637,0.2781771144278607
2019-01-24,117.7,0.384707106,0.608901124,0.226176808,0.007587375,0.592229204,0.0597,0.21995518600000002,160.0,50.51875,103.775,0.21143250000000005
2019-01-25,115.92,0.37341581100000004,0.60956049,0.223880597,0.0070117930000000005,0.593356304,0.0545,0.22004090899999998,155.0,65.06451612903226,124.35483870967742,0.22169483870967732
2019-01-26,116.33,0.343366744,0.61061982,0.2347876,0.005680784,0.577716755,0.0456,0.217162036,127.0,188.97637795275588,78.15748031496064,0.2866393700787401
2019-01-27,112.27,0.36148531700000003,0.611343065,0.23880597,0.004792531,0.569796161,0.0452,0.211129261,90.0,63.28888888888889,647.8444444444443,0.3367944444444445
2019-01-28,106.36,0.420622426,0.612014766,0.265786452,0.008466672,0.526976755,0.0628,0.194766833,160.0,122.65625,66.325,0.20500749999999998
2019-01-29,104.75,0.41874042,0.612638067,0.266934558,0.005490198000000001,0.49620364299999997,0.0552,0.19655987800000002,160.0,56.4375,832.425,0.18594062500000005
2019-01-30,109.04,0.410821609,0.613366922,0.25315729,0.006147678,0.49086685700000005,0.059,0.20004952899999998,124.0,35.41935483870968,369.0725806451613,0.18499758064516125
2019-01-31,106.89,0.38242838100000004,0.613879352,0.254879449,0.007389801999999999,0.506846016,0.0657,0.203785635,148.0,71.75675675675676,329.89864864864865,0.2945756756756757
2019-02-01,107.03,0.36893177200000005,0.614469686,0.274397245,0.0063435259999999995,0.483477492,0.0603,0.19034494100000002,208.0,72.91346153846153,86.66826923076924,0.20508413461538455
2019-02-02,111.0,0.332936367,0.615180869,0.259471871,0.0050198790000000005,0.483207789,0.048,0.20219261100000002,88.0,197.88636363636363,39.63636363636363,0.21790568181818173
2019-02-03,107.21,0.313704015,0.615833086,0.274971297,0.004630389,0.470073577,0.0424,0.187505358,123.0,77.27642276422766,223.47154471544715,0.12583089430894304
2019-02-04,106.9,0.30778363,0.616479364,0.258323766,0.005107434,0.47652069799999996,0.0446,0.193927459,109.0,42.899082568807344,402.6605504587156,0.30463119266055044
2019-02-05,106.93,0.306612752,0.6171899679999999,0.266934558,0.0056555830000000005,0.47833129,0.0451,0.194845412,164.0,200.6829268292683,178.91463414634148,0.2273823170731707
2019-02-06,104.5,0.317179571,0.617810551,0.267508611,0.00565553,0.47103451700000004,0.0475,0.190409233,247.0,121.18623481781376,435.5384615384616,0.2007781376518219
2019-02-07,104.3,0.31689111600000003,0.618345685,0.26119403,0.0072261109999999995,0.471084368,0.0508,0.194077475,229.0,51.860262008733635,55.855895196506545,0.25891266375545857
