,Price,TxGrowth,AddressCount,BlockTime,AvgGasPrice,NetworkHash,TransactionFee,BlockReward,count,likes_avg,retweets_avg,sentiment_avg
2020-01-01,130.6,0.34495807,0.917701827,0.24512055100000002,0.004658914,0.497976488,0.0503,0.0,422.0,127.35308056872036,272.8696682464455,0.19383909952606632
2020-01-02,127.18,0.37396157799999996,0.918351336,0.118828932,0.0034814240000000003,0.518718118,0.0486,0.059094285999999996,335.0,41.34328358208956,1009.3641791044777,0.210104776119403
2020-01-03,134.25,0.430319429,0.919195058,0.008610791999999999,0.004477478,0.533577595,0.0574,0.127596701,417.0,68.72422062350121,1419.8129496402878,0.23806690647482015
2020-01-04,134.33,0.413585296,0.9199824990000001,0.00401837,0.002514742,0.561262959,0.0461,0.13029460199999998,372.0,32.70967741935484,252.94623655913975,0.17641075268817202
2020-01-05,135.44,0.38806920899999997,0.920695701,0.014925373,0.002620973,0.543370475,0.0447,0.122731905,266.0,62.14661654135338,271.2894736842105,0.09283233082706767
2020-01-06,144.28,0.46360231399999996,0.921454619,0.0,0.00394426,0.552345636,0.0614,0.13302346,327.0,51.357798165137616,136.99694189602442,0.1746113149847095
2020-01-07,143.18,0.478398085,0.9222405309999999,0.007462687,0.003385592,0.564811518,0.0591,0.126184648,430.0,60.3860465116279,69.51627906976744,0.19597232558139532
2020-01-08,140.66,0.483850564,0.92297276,0.008036739000000001,0.004378051,0.5535164220000001,0.0714,0.125863186,369.0,86.56097560975608,233.96747967479675,0.1698257452574526
2020-01-09,137.9,0.459801225,0.923800469,0.008036739000000001,0.003819434,0.5398213620000001,0.0581,0.126077494,322.0,48.490683229813655,71.93167701863355,0.2025229813664597
2020-01-10,144.88,0.447711301,0.924947027,0.006314581,0.005360968000000001,0.559299044,0.0693,0.128492032,281.0,41.13523131672598,207.1850533807829,0.23016298932384344
2020-01-11,142.69,0.406568928,0.926088356,0.009184845,0.004130791,0.5632194220000001,0.0525,0.12722523300000002,262.0,47.41984732824427,313.60305343511453,0.1824729007633587
2020-01-12,146.55,0.38754049700000004,0.9268338359999999,0.012629162,0.003869451,0.5580284010000001,0.0483,0.127532408,215.0,98.95813953488373,841.8790697674417,0.17948883720930234
2020-01-13,143.7,0.418268065,0.9276990409999999,0.007462687,0.004020485,0.558067538,0.0577,0.126622789,312.0,48.05448717948718,16.753205128205128,0.15939807692307695
2020-01-14,165.86,0.497136577,0.928561735,0.009184845,0.009047814,0.557325639,0.0853,0.12731810000000002,305.0,65.26229508196721,137.14754098360658,0.2118504918032787
2020-01-15,166.22,0.5168991239999999,0.929634906,0.010907003,0.004134924,0.566483256,0.0685,0.124324929,396.0,68.32323232323232,47.32070707070707,0.24291186868686876
2020-01-16,164.09,0.513376851,0.930593473,0.006314581,0.002764095,0.558303202,0.0576,0.12610606800000002,447.0,66.18120805369128,35.899328859060404,0.24617181208053684
2020-01-17,169.74,0.500701859,0.93141508,0.006314581,0.003588504,0.564579823,0.0622,0.131742373,449.0,57.44988864142539,26.94432071269488,0.21390935412026726
2020-01-18,174.0,0.464852535,0.932312235,0.010332951,0.0037554140000000003,0.555429284,0.058,0.125405995,324.0,58.586419753086425,561.4783950617284,0.1740175925925926
