,Price,TxGrowth,AddressCount,BlockTime,AvgGasPrice,NetworkHash,TransactionFee,BlockReward,count,likes_avg,retweets_avg,sentiment_avg
2015-08-07,2.77,0.000534644,0.0,0.215843858,0.6409999999999999,0.0,0.00543,0.652755289,10.0,11.9,437.0,0.13222
2015-08-08,0.81,0.001150856,4.54e-06,0.203788749,0.33799999999999997,3.24e-05,0.0107,0.672025165,13.0,32.92307692307692,83.53846153846153,0.11882307692307692
2015-08-09,0.74,0.0,7.53e-06,0.22789896699999998,0.502,4.8700000000000005e-05,0.00147,0.6428733010000001,16.0,53.1875,168.875,0.19225625
2015-08-10,0.68,0.000525004,1.49e-05,0.203788749,0.444,8.55e-05,0.004379999999999999,0.66722109,15.0,16.2,53.26666666666666,0.12918666666666667
2015-08-11,1.06,0.0026947240000000003,3.5600000000000005e-05,0.199770379,0.075641523,0.000133432,0.000991,0.675239787,17.0,33.411764705882355,52.17647058823529,0.03373529411764705
2015-08-12,1.25,0.0005242630000000001,3.929999999999999e-05,0.22789896699999998,0.469,0.000161256,0.00462,0.650213356,14.0,5.5,558.1428571428571,0.1699
2015-08-13,1.78,0.001121937,4.52e-05,0.19804822,0.28,0.00020726299999999998,0.0033200000000000005,0.6843955079999999,16.0,9.0625,19.125,0.043025
2015-08-14,1.8,0.001368125,5.14e-05,0.11423651,0.2,0.00034298099999999996,0.00151,0.792543743,14.0,48.64285714285714,63.64285714285714,0.26125714285714285
2015-08-15,1.79,0.0007081619999999999,5.56e-05,0.180826636,0.147,0.00044746300000000005,0.0005679999999999999,0.69371196,14.0,26.92857142857143,24.785714285714285,0.14289285714285715
2015-08-16,1.37,0.0008238410000000001,5.88e-05,0.22675086100000003,0.122,0.000461761,0.0002,0.639682491,12.0,23.33333333333333,22.25,0.14650833333333335
2015-08-17,1.2,0.000877231,6.19e-05,0.18771527,0.134,0.000553074,0.000365,0.678710389,12.0,21.08333333333333,59.5,0.26435000000000003
2015-08-18,1.27,0.000863884,6.500000000000001e-05,0.262342135,0.149,0.000592145,0.00109,0.604184724,20.0,5.1,12.7,0.25976999999999995
2015-08-19,1.26,0.001421515,6.809999999999999e-05,0.215269805,0.201,0.000638069,0.0016899999999999999,0.646826096,69.0,9.507246376811594,13.144927536231885,0.275004347826087
2015-08-20,1.48,0.000722251,7.049999999999999e-05,0.492537313,0.098352781,0.00042641300000000005,0.00022999999999999998,0.40965839299999995,43.0,33.74418604651163,73.97674418604652,0.13326279069767438
2015-08-21,1.44,0.001920566,7.37e-05,0.2347876,0.07746995599999999,0.000615191,0.000401,0.62430588,20.0,8.7,158.85,0.30441500000000005
2015-08-22,1.39,0.001668445,7.64e-05,0.200918485,0.585,0.000734626,0.00632,0.657053358,10.0,51.1,33.4,0.05644
2015-08-23,1.35,0.002121521,8.02e-05,0.24971297399999998,0.070922558,0.0007500060000000001,0.000434,0.607720809,21.0,10.142857142857142,50.0952380952381,0.3253190476190476
2015-08-24,1.24,0.002300971,8.209999999999999e-05,0.216991963,0.09127115599999999,0.000804714,0.000575,0.648778682,22.0,7.954545454545454,33.27272727272727,0.35894545454545457
2015-08-25,1.17,0.002341755,8.49e-05,0.23306544199999998,0.074132853,0.000777334,0.00047000000000000004,0.626026298,18.0,17.0,45.055555555555564,0.23910555555555554
2015-08-26,1.16,0.0020963089999999998,8.72e-05,0.251435132,0.057022765999999996,0.000837781,0.000331,0.6032381960000001,24.0,103.125,326.7083333333333,0.12288333333333334
2015-08-27,1.13,0.0031596640000000004,8.94e-05,0.313432836,0.055763397,0.000830983,0.00054,0.54208298,18.0,6.333333333333332,291.1111111111111,0.1622611111111111
2015-08-28,1.3,0.00254271,9.14e-05,0.326061998,0.09177540199999999,0.0008786880000000001,0.000754,0.530361514,17.0,12.411764705882351,67.29411764705883,0.08031176470588235
2015-08-29,1.18,0.0020837029999999997,9.279999999999999e-05,0.40413318,0.052442459000000004,0.0008659239999999999,0.0,0.465586871,10.0,28.0,43.1,0.04057
2015-08-30,1.32,0.002404786,9.499999999999999e-05,0.45235361700000004,0.05131017,0.000827695,2.1600000000000003e-05,0.42476711799999994,13.0,15.538461538461537,221.15384615384616,0.1946
2015-08-31,1.35,0.0028675009999999997,9.66e-05,0.458094145,0.054815632,0.000892628,0.000327,0.418665289,7.0,12.285714285714285,25.285714285714285,-0.04082857142857143
2015-09-01,1.35,0.002835615,9.86e-05,0.514925373,0.052936372,0.0009063560000000001,0.000399,0.382453162,18.0,34.333333333333336,357.0555555555556,0.2876722222222222
2015-09-02,1.29,0.0028667590000000004,0.000100272,0.644661309,0.055695347,0.000880968,0.000452,0.307945356,24.0,30.29166666666667,26.95833333333333,0.2218416666666667
2015-09-03,1.26,0.002556799,0.000101866,0.725602755,0.051198602,0.000824871,0.00025,0.269602054,17.0,12.941176470588234,23.176470588235286,0.1885235294117647
2015-09-04,1.27,0.0031982240000000004,0.00010344899999999999,0.36796785299999996,0.055196953,0.000861236,0.000722,0.486803379,10.0,54.9,418.8,-0.012980000000000002
2015-09-05,1.37,0.0031070159999999998,0.000105239,0.263490241,0.050894677,0.0009452439999999999,0.00062,0.58384926,26.0,19.923076923076927,67.73076923076923,0.17819615384615384
2015-09-06,1.3,0.0031084990000000002,0.00010661399999999999,0.24684271,0.051239723,0.000990975,0.00043499999999999995,0.6043930789999999,11.0,28.272727272727273,28.54545454545455,0.2389363636363636
2015-09-07,1.24,0.0032427159999999997,0.000109092,0.28013777300000003,0.049635507,0.000961869,0.00064,0.577425968,5.0,10.8,7.8,0.36124
2015-09-08,1.23,0.003183393,0.000110457,0.262342135,0.061797661,0.0009311219999999999,0.0008320000000000001,0.5938860260000001,22.0,13.181818181818182,52.22727272727273,0.08874545454545453
2015-09-09,1.21,0.0031700459999999997,0.00011237799999999999,0.24282434,0.049834737999999996,0.000983364,0.00074,0.614275067,25.0,20.2,77.56,0.03112
2015-09-10,1.16,0.002975023,0.000113491,0.246268657,0.050747202000000005,0.0010032630000000001,0.000413,0.614906085,41.0,17.51219512195122,22.39024390243902,0.1987731707317073
2015-09-11,0.98,0.0038047959999999996,0.00011552100000000001,0.219288175,0.051909042,0.001103242,0.000575,0.645218785,10.0,56.8,1104.0,0.21611999999999998
2015-09-12,1.04,0.003164113,0.000117115,0.24225028699999998,0.05846982,0.0011120869999999999,0.000998,0.613263056,16.0,19.3125,26.75,0.1366125
2015-09-13,0.94,0.0035059590000000003,0.00011939700000000001,0.250287026,0.048261720999999994,0.001140582,0.000695,0.604512139,17.0,30.235294117647058,40.470588235294116,0.21606470588235294
2015-09-14,0.87,0.003146317,0.00012111,0.270952928,0.049826577000000004,0.001028843,0.00075,0.582289573,15.0,18.466666666666665,16.2,0.09898666666666664
2015-09-15,0.94,0.003025447,0.00012298799999999998,0.278989667,0.049203057,0.000988746,0.0004980000000000001,0.583325396,14.0,17.428571428571427,87.2857142857143,0.2318357142857143
2015-09-16,0.9,0.003368776,0.000124494,0.254305396,0.11199999999999999,0.00097563,0.00165,0.610102011,17.0,49.70588235294117,55.764705882352935,0.19238823529411764
2015-09-17,0.89,0.002995044,0.00012566200000000002,0.288174512,0.051827647000000004,0.0009020710000000001,0.000521,0.576479441,15.0,7.066666666666666,16.2,0.27220666666666665
2015-09-18,0.85,0.003316869,0.000127551,0.268656716,0.051897617,0.000848267,0.00108,0.594237253,21.0,13.666666666666664,11.0,0.1912714285714286
