Date(UTC),Price,MarketCap,Supply,TxGrowth,AddressCount,BlockSize,BlockTime,AvgGasPrice,GasUsed,NetworkHash,TransactionFee,NetworkUtilization,BlockReward
2016-10-15,11.96,1016.6946880675,85007917.0625,33662,738149,1236,14.25,67021626922,1040206098,7301.6059,69082723000072803643,0.3449,32207.1875
2016-10-16,11.93,1014.53730918375,85040847.375,34990,743253,1297,14.2,64860315135,990865611,7491.1701,66997100411559823459,0.327,32930.3125
2016-10-17,11.98,1019.17723774625,85073225.1875,38136,747984,1377,14.39,62917625993,1078574284,7121.9336,71539503368285341607,0.3618,32377.8125
2016-10-18,12.5,1063.83181875,85106545.5,51898,752637,1747,14.0,56109104953,1704303900,7396.8799,96863274723574532209,0.3988,33320.3125
2016-10-19,11.98,1019.97354834625,85139695.1875,38497,754184,1638,14.74,26727015004,4085729321,7431.3973,92764121622822552786,0.2465,33149.6875
2016-10-20,12.05,1026.3494022125,85174224.25,43438,755773,1466,13.65,28388678071,2271887910,7670.915,54944965621889102239,0.2083,34529.0625
2016-10-21,12.07,1028.44065807875,85206351.125,57780,757282,1724,14.11,27327186756,1538319822,7757.4499,41964566912987050529,0.2118,32126.875
2016-10-22,12.06,1027.970928601875,85238053.78125,37772,759020,1357,14.24,25568419660,1087705458,7767.7022,27659672600377352118,0.1457,31702.65625
2016-10-23,11.95,1018.9691585921877,85269385.65625,35364,760374,1292,14.38,27189463354,1003447161,7558.2757,26363036841796786687,0.0838,31331.875
2016-10-24,11.93,1017.6462690478123,85301447.53125,52547,762017,1791,14.15,26738598194,1752086955,7712.7627,48590630046022500452,0.1445,32061.875
2016-10-25,11.38,971.09081527125,85333112.0625,47610,765118,1675,14.26,25467763116,1595508580,7817.4541,43196156298486067810,0.1324,31664.53125
2016-10-26,11.5,981.69829278125,85365068.9375,45158,767113,1550,14.13,24766803093,1320784021,7897.5795,35289184982693484187,0.1084,31956.875
2016-10-27,11.43,976.082154305625,85396513.9375,44353,768983,1518,14.29,25335805631,1288784933,7754.9282,33344290945122729147,0.1071,31445.0
2016-10-28,11.08,946.53773044,85427593.0,41522,771307,1472,14.49,26393346615,1281666893,7447.6341,35892081342196328565,0.1079,31079.0625
2016-10-29,10.39,887.9005420996875,85457222.53125,40011,773134,1461,15.16,26931401011,1103589525,5933.8419,31122481768926020316,0.0974,29629.53125
2016-10-30,11.22,959.18863326,85489183.0,39435,774956,1422,14.18,25710654068,1149072616,5768.4023,30591477670535070877,0.0949,31960.46875
2016-10-31,10.91,933.0363383675,85521204.25,45031,776809,1536,14.12,24958279875,1338772706,6170.1936,33414825530357852866,0.1099,32021.25
2016-11-01,10.75,919.680803890625,85551702.6875,49025,779107,1689,14.75,27306724366,1473547479,5264.4502,41192685889813888271,0.1262,30498.4375
2016-11-02,10.82,926.006379856875,85582844.71875,43519,784101,1497,14.46,24483859111,1195992854,4743.8178,29197535737174571549,0.1005,31142.03125
2016-11-03,10.86,929.768698726875,85614060.65625,42346,786089,1471,14.46,24961749448,1175802179,4528.1677,29703140267934439857,0.0989,31215.9375
2016-11-04,11.13,953.2286747025,85644984.25,32572,787718,1262,14.58,23953353775,909734105,4164.5726,21701363740615475318,0.0771,30923.59375
2016-11-05,11.11,951.8649015596876,85676408.78125,37690,789257,1358,14.33,24196990421,1010144475,3926.9146,24598063675717145303,0.0843,31424.53125
2016-11-06,10.97,940.219052044375,85708208.9375,34391,790947,1289,14.17,24064007293,961866815,3870.5255,23282718881160964652,0.0795,31800.15625
2016-11-07,10.9,934.5820012,85741468.0,41941,792758,1399,13.6,24556000429,1155660767,4601.8022,29029823132227692855,0.0916,33259.0625
2016-11-08,10.86,931.50341573625,85773795.1875,41569,794819,1476,13.97,24358801328,1287625339,5126.5784,31468343128774329074,0.1046,32327.1875
2016-11-09,10.64,912.9630457325,85804797.53125,40517,797293,1484,14.49,25674126403,1396745204,5000.396,34985425585907514812,0.1179,31002.34375
2016-11-10,10.52,902.9948074475,85836008.3125,40164,799270,1492,14.4,24703835063,1345345017,4596.517,35377435568150123235,0.1128,31210.78125
2016-11-11,10.29,883.575007704375,85867347.6875,41070,801510,1462,14.37,28889390493,1309985453,4470.7243,44235781586002046695,0.1094,31339.375
2016-11-12,9.96,855.5570049675,85899297.6875,40882,803333,1426,14.12,25243993965,1173857840,4555.873,30717758394736034091,0.0965,31950.0
2016-11-13,10.13,870.4883429103126,85931721.90625,43673,805729,1468,13.85,25168748733,1300556775,4937.128,33926470962063717910,0.1049,32424.21875
2016-11-14,10.0,859.63606125,85963606.125,43876,807584,1576,14.13,24969184273,1454676000,5122.3997,38314562568488063803,0.12,31884.21875
2016-11-15,10.22,878.869341056875,85995043.15625,45330,809701,1577,14.33,24586128040,1415927265,5155.4629,37027398102218795216,0.1183,31437.03125
2016-11-16,10.01,861.126511870625,86026624.5625,41684,811573,1481,14.21,24746018974,1307260877,5050.1138,34924240184009535107,0.1082,31581.40625
2016-11-17,9.95,856.2714599046875,86057433.15625,40738,813381,1476,14.61,24334480804,1193953855,4838.0854,30428800013697696775,0.1018,30808.59375
2016-11-18,9.53,820.442788424375,86090533.9375,43785,815431,1514,13.67,24779293462,1340958763,5193.5489,34701169488084363494,0.1068,33100.78125
2016-11-19,9.7,835.391790803125,86122865.03125,39289,817002,1375,13.92,24367796634,1103106990,5480.2832,27900216826074273207,0.0899,32331.09375
2016-11-20,9.57,824.506462044375,86155325.1875,42125,818672,1473,13.87,24297865025,1263031869,5987.5706,32596468833022052914,0.1023,32460.15625
2016-11-21,9.56,823.94902733,86187136.75,42735,820838,1537,14.12,24827550548,1349827967,6324.9229,35251511680659518560,0.1113,31811.5625
2016-11-22,9.84,848.38821222,86218314.25,53585,822445,1708,14.47,23329377849,1568306298,5955.0846,38094845805446734644,0.1326,31177.5
2016-11-23,9.78,843.5341919775,86250939.875,64289,824109,1950,14.5,24571404785,3254628695,5908.0341,82229077971292274143,0.2713,32625.625
2016-11-24,9.22,795.532372038125,86283337.53125,36861,825754,1424,14.44,27981297065,2211281024,5287.2911,58893292411189924047,0.1196,32397.65625
2016-11-25,9.39,810.51449260125,86316772.375,58075,846275,1767,14.13,24440853301,2334154461,5301.8374,59809748043842700329,0.1682,33434.84375
2016-11-26,9.34,806.50216603875,86349268.3125,40804,849441,1501,14.56,24641800522,2821246160,5364.8074,72598881230528793896,0.1498,32495.9375
2016-11-27,8.91,769.6723465096875,86382979.40625,44449,852266,1703,14.53,25256371561,4447039191,5348.1061,114916050187407607170,0.2307,33711.09375
2016-11-28,8.67,749.2346898975,86416919.25,48388,853978,1731,14.3,25726139305,4699460436,5544.287,122219275573189667981,0.2357,33939.84375
2016-11-29,8.18,707.160103011875,86449890.34375,47036,855743,1692,14.43,25163119754,3918288751,5456.127,101589444818714041758,0.1983,32971.09375
2016-11-30,8.59,742.8780636528124,86481730.34375,39178,857601,2209,14.26,23375317675,1448305639,5209.9548,35319840146868767397,0.0725,31840.0
2016-12-01,8.44,730.173759595,86513478.625,37121,859257,1407,14.27,22785340768,1179561410,5268.3704,27223136520090244551,0.0592,31748.28125
2016-12-02,7.65,662.0713539890625,86545275.03125,41642,862502,1462,14.22,23095222285,1219699612,5341.6121,28081757219806350656,0.0642,31796.40625
2016-12-03,7.9,683.96139235625,86577391.4375,41357,868899,1404,14.0,22832490174,1114755125,5614.5189,25910085196639703203,0.0655,32116.40625
2016-12-04,7.54,653.02857208875,86608563.9375,39643,874459,1403,14.4,22644586389,1131598024,5551.9253,26259067852262250200,0.0683,31172.5
2016-12-05,6.69,579.62025280125,86639798.625,41613,881172,1491,14.34,23613848731,1245472147,5409.3217,31260227778687816479,0.0642,31234.6875
2016-12-06,7.61,659.5722020425,86671774.25,48200,883754,1615,14.09,23636815655,1416816699,5367.7479,34724190362202270091,0.0608,31975.625
2016-12-07,8.35,723.97409870625,86703484.875,41757,885642,1523,14.17,23374892164,1404643653,5496.8057,34986830893400990279,0.0578,31710.625
2016-12-08,8.3,719.90530518125,86735578.9375,39587,887335,1416,14.03,939588332579,1238511280,5783.3873,792488980472847617318,0.0505,32094.0625
2016-12-09,8.52,739.2568810725,86767239.5625,41444,889144,1502,14.22,22949471336,1332538357,5914.8346,31427944831704979055,0.055,31660.625
2016-12-10,8.09,702.2032301871875,86798915.96875,40564,892527,1428,14.16,22755035263,1210059849,6040.1544,29027316459710687448,0.0539,31676.40625
2016-12-11,8.2,712.0117236000001,86830698.0,39164,895206,1681,14.11,23102362744,1630402551,6204.02,36802824752362151712,0.0744,31782.03125
2016-12-12,8.45,733.98421581875,86862037.375,38741,896938,1477,14.35,23597952573,1262373967,5975.0517,31236666299979217642,0.0535,31339.375
2016-12-13,8.4,729.90831795,86893847.375,44664,898535,1538,14.17,22648901910,1328681874,6168.728,30964451383760047750,0.0546,31810.0
2016-12-14,8.23,715.3984932540625,86925697.84375,47294,901773,1835,14.14,22618352558,1460654618,6132.4685,34886653378922419663,0.0753,31850.46875
2016-12-15,7.76,674.7868294925,86957065.65625,46102,905539,1582,14.33,23094151934,1390060373,6097.3583,34427867607164909959,0.0776,31367.8125
2016-12-16,7.85,682.862253190625,86988822.0625,43953,907424,1506,14.15,22992393242,1291609871,6290.8766,30594388154557096390,0.0574,31756.40625
2016-12-17,7.66,666.579208551875,87020784.40625,39442,910520,1418,14.07,23595023607,1235492184,6370.3847,32801700786191403698,0.0618,31962.34375
2016-12-18,7.89,686.8456207903125,87052676.90625,36640,912585,1345,14.13,23992718388,1106211073,6594.1816,27723246559895049134,0.0577,31892.5
2016-12-19,7.61,662.71036152375,87084147.375,45599,914696,1616,14.27,23123514564,1495809320,6588.4056,36451357768973606076,0.0646,31470.46875
2016-12-20,7.59,661.2090455746875,87115816.28125,44241,917034,1536,14.19,24119840003,1527558481,6748.3212,43901597465334609193,0.0628,31668.90625
2016-12-21,7.87,685.8501107975,87147409.25,50793,918936,1769,14.19,23592292635,1796300581,6696.8063,54747365402673830874,0.0739,31592.96875
2016-12-22,7.64,666.0436125075,87178483.3125,55173,927709,1762,14.42,20481256826,1695203949,6475.333,38844405597480919257,0.0746,31074.0625
2016-12-23,7.16,624.42074069875,87209600.65625,44391,931859,1522,14.43,21893017280,1339317925,6022.6423,29673669189633578030,0.0562,31117.34375
2016-12-24,7.23,630.7519060509375,87240927.53125,37757,933627,1361,14.33,22905581735,1110435549,5671.6635,25817525349092126220,0.0496,31326.875
2016-12-25,7.19,627.4924096153125,87272935.96875,36601,934939,1317,14.07,22736759512,1044011922,5939.9539,24217901540017729787,0.0425,32008.4375
2016-12-26,7.21,629.4660265315625,87304580.65625,34565,936356,1294,14.18,22814139095,1001482192,6147.6001,23120413010232811283,0.0412,31644.6875
2016-12-27,7.15,624.4510216140625,87335807.21875,42370,938065,1558,14.38,23152519818,1432239709,5943.6228,36398134576455099831,0.0597,31226.5625
2016-12-28,7.57,661.37105619125,87367378.625,43386,940084,1531,14.19,22822250696,1356040583,5906.9011,31575304426588826066,0.0559,31571.40625
2016-12-29,8.21,717.54741044875,87399197.375,46546,942696,1678,14.12,23046273651,1632342826,5885.5378,40700293206458891043,0.067,31818.75
2016-12-30,8.16,713.43597213,87430878.9375,44561,945119,1623,14.17,22836679784,1553149651,5892.7281,44810910765726428450,0.0641,31681.5625
2016-12-31,8.05,704.069961853125,87462107.0625,41220,948080,1544,14.34,22450276633,1267201745,5957.5536,28598800805711720561,0.0576,31228.125
2017-01-01,8.14,712.199982498125,87493855.34375,38730,949686,1390,14.09,22502464773,1122085141,5962.5576,25262224854177027598,0.0471,31748.28125
2017-01-02,8.34,729.9617202825,87525386.125,39652,951934,1458,14.21,22989772352,1200378294,5979.936,28118341055529409329,0.051,31530.78125
2017-01-03,9.6,840.5463302999999,87556909.40625,45883,954595,1627,14.28,23220439902,1725017707,5984.9265,40245343098687603577,0.0713,31523.28125
2017-01-04,10.88,952.96841724,87589008.9375,50673,958122,1717,13.99,23038159919,1722856381,6603.4409,39504583436605983867,0.0701,32099.53125
2017-01-05,10.2,893.73242488125,87620825.96875,49596,961441,1676,14.1,22939235415,1531231916,6748.8433,34857577903488731517,0.063,31817.03125
2017-01-06,10.07,882.657507985,87652185.5,43804,964753,1593,14.32,23009819425,1346979886,6783.5835,31319076402295599237,0.0592,31359.53125
2017-01-07,9.79,858.427148095,87684080.5,43622,967383,1570,14.09,22843513981,1339394826,7025.7055,30184494073781288105,0.0575,31895.0
2017-01-08,10.27,900.84090526625,87715764.875,42727,969583,1557,14.13,22998988736,1452349378,7052.8143,33024227832090476133,0.0597,31684.375
2017-01-09,10.2,895.0246549125,87747515.1875,46188,972005,1595,14.16,23091635207,1557850735,7281.103,35919169690070732630,0.0639,31750.3125
2017-01-10,10.55,926.067021134375,87778864.5625,48179,974323,1686,14.27,22532703925,1666781505,7283.0151,38709404013881217984,0.069,31349.375
2017-01-11,9.83,863.1761094321874,87810387.53125,45221,976598,1591,14.24,22676639926,1526928420,7356.4905,34634134307247943159,0.0631,31522.96875
2017-01-12,9.81,861.7294730925,87841944.25,50589,980228,1697,14.21,23040753981,1613483109,7432.253,37083060660754731459,0.0689,31556.71875
2017-01-13,9.78,859.40453722125,87873674.5625,50833,983851,1729,14.1,22119879499,1614122156,7568.8324,35782731983713529211,0.0694,31730.3125
2017-01-14,9.78,859.71239328375,87905152.6875,42044,987294,1499,14.18,22409886093,1276527305,7587.9426,28739323359416135537,0.055,31478.125
2017-01-15,9.88,868.81612462125,87936854.71875,41748,989724,1498,14.14,22419878847,1333535915,7741.9086,29981494275967727621,0.0549,31702.03125
2017-01-16,9.59,843.6169083496875,87968395.03125,45375,992133,1575,14.22,22395773525,1447294287,7735.3142,32523713407245292661,0.0597,31540.3125
2017-01-17,10.14,892.3168680075,87999691.125,46671,994840,1642,14.36,22742343222,1742542655,7657.6882,39422370215030625331,0.0725,31296.09375
2017-01-18,10.19,897.0389377653125,88031299.09375,44994,997440,1583,14.18,22420105832,1514489339,7592.5237,33984213641577643843,0.0623,31607.96875
2017-01-19,10.43,918.501472555625,88063420.1875,43628,999958,1552,14.0,22228644380,1417244289,8114.4421,31295282022109784175,0.0576,32121.09375
2017-01-20,10.6,933.80213758125,88094541.28125,45775,1003081,1609,14.41,22369863556,1515455427,7838.6452,33647780082062600001,0.0649,31121.09375
2017-01-21,10.91,961.4553694909376,88126065.03125,43302,1005461,1504,14.27,22405633901,1388291037,8044.0736,30663926862289090681,0.0573,31523.75
2017-01-22,10.71,944.1683548565624,88157642.84375,47432,1008099,1616,14.18,22118050371,1643236317,8083.9775,35768655611072718609,0.0676,31577.8125
2017-01-23,10.78,950.678943011875,88189141.28125,46076,1010801,1612,14.22,22267116021,1597491636,8232.8818,35018861180104653007,0.0667,31498.4375
2017-01-24,10.51,927.1981039925,88220561.75,50414,1013213,1754,14.23,22081334070,1886697084,8124.3364,41164260408630843732,0.078,31420.46875
2017-01-25,10.51,927.5283659628124,88251985.34375,46256,1015638,1644,14.31,22329866070,1674958906,8145.8979,37756706335768864167,0.0697,31423.59375
2017-01-26,10.65,940.2221508328123,88283770.03125,46856,1018788,1673,14.14,22478987111,1623030263,8367.5758,36459947636460863024,0.0681,31784.6875
2017-01-27,10.51,928.18944003625,88314884.875,46680,1021176,1658,14.36,22449741445,1559585360,8244.2883,35349428697352599603,0.0652,31114.84375
2017-01-28,10.54,931.171191373125,88346412.84375,45189,1023857,1628,14.21,22219721089,1513588184,8279.3794,33345009009816923628,0.0636,31527.96875
2017-01-29,10.47,925.3129062928124,88377545.96875,42509,1025985,1523,14.43,22393586898,1368433239,8111.2062,30618545932158397468,0.0576,31133.125
2017-01-30,10.62,938.908478806875,88409461.28125,45369,1028616,1579,14.1,22234080218,1490998292,8348.0885,32792538455809677597,0.0624,31915.3125
2017-01-31,10.71,947.201773258125,88440875.1875,43649,1030377,1539,14.29,23010693003,1406776443,8339.12,32009038231765586338,0.0584,31413.90625
2017-02-01,10.71,947.53734098625,88472207.375,44541,1032363,1607,14.32,22534983936,1723454015,8226.0029,38115541106272603500,0.0718,31332.1875
2017-02-02,10.78,954.069047518125,88503622.21875,43709,1034339,1578,14.2,22623466807,1558834935,8407.2648,35459397355305276751,0.0646,31414.84375
2017-02-03,10.95,969.457105725,88534895.5,42778,1036149,1568,14.38,22508635957,1519386885,8271.9789,34059355115180443983,0.0633,31273.28125
2017-02-04,11.32,1002.57454910375,88566656.28125,45410,1038366,1560,14.12,22623314914,1441528397,8427.7058,32971661726655976851,0.0598,31760.78125
2017-02-05,11.22,994.072453006875,88598257.84375,46542,1040151,1614,14.16,22331019732,1567592675,8773.2937,34840821328830373260,0.0644,31601.5625
2017-02-06,11.32,1003.2902578725,88629881.4375,47306,1041868,1606,14.21,22488425969,1599155373,8877.6557,35865613624237052074,0.066,31623.59375
2017-02-07,11.45,1015.1727190609377,88661372.84375,51866,1044080,1827,14.34,22381838948,1983099544,8865.7805,46068715002669749283,0.0825,31491.40625
2017-02-08,11.39,1010.214190454375,88693080.8125,51089,1046627,1764,14.18,22770223820,1831684518,8981.8497,43713741651080893871,0.0754,31707.96875
2017-02-09,10.94,970.64611752,88724508.0,47873,1048537,1630,14.25,22865377988,1730081198,8947.4759,40681621672173072888,0.0716,31427.1875
2017-02-10,11.34,1006.493089966875,88756004.40625,52222,1050601,1735,14.23,22403621823,2034959642,9217.8017,46219403549474186041,0.0841,31496.40625
2017-02-11,11.43,1014.8422022775,88787594.25,46560,1052536,1594,14.22,22195555854,1761766435,9275.2906,38495933170703538976,0.0735,31589.84375
2017-02-12,11.42,1014.31485216625,88819163.9375,45319,1055170,1571,14.21,22626108892,1715520962,9392.2664,40336776565119468871,0.0723,31569.6875
2017-02-13,11.39,1012.01172822,88850898.0,55990,1057373,1823,14.19,23210412106,2340786140,9522.8756,61463154387193417895,0.0962,31734.0625
2017-02-14,13.0,1155.4707961875,88882368.9375,58298,1060192,1914,14.29,22818886821,2194959803,9629.3742,49832184354236298948,0.0909,31470.9375
2017-02-15,12.97,1153.2157517584376,88914090.34375,55320,1062971,1818,14.14,31915437681,2349687466,9674.344,90527761018230749079,0.0962,31721.40625
2017-02-16,12.95,1151.845910928125,88945630.1875,49674,1065094,1661,14.22,22602328224,1745086369,9633.6869,39211240292990605995,0.0719,31539.84375
2017-02-17,12.72,1131.78690576,88976958.0,49406,1067195,1661,14.33,22533195533,1731885385,9813.818,38846674057194586175,0.0719,31327.8125
2017-02-18,12.83,1141.9748174915626,89008169.71875,49398,1070152,1773,14.34,23057941420,1867779741,9910.4307,44652698925798150014,0.0777,31211.71875
2017-02-19,12.82,1141.485581138125,89039436.90625,48227,1072189,1635,14.31,22391656238,1612661135,10076.9868,36312674289665711573,0.0669,31267.1875
2017-02-20,12.52,1115.16672547875,89070824.71875,50152,1074669,1696,14.31,22466228953,1804435972,10118.1204,41034467994638957453,0.0749,31387.8125
2017-02-21,12.77,1137.8356251521875,89102241.59375,58434,1077693,1989,14.2,22569187220,2378366614,10342.9777,54865479665312910682,0.0981,31416.875
2017-02-22,12.69,1131.100675216875,89133228.9375,50372,1080026,1790,14.43,22844411723,2167016939,10225.688,50954347613888516246,0.0906,30987.34375
2017-02-23,13.13,1170.7293396946875,89164458.46875,47601,1082340,1667,14.29,22741575515,1835447879,10249.8892,43352493041966410892,0.0761,31229.53125
2017-02-24,13.11,1169.355916239375,89195722.0625,54081,1085027,1778,14.34,22755690878,1810426719,10300.807,41339238137770578395,0.0751,31263.59375
2017-02-25,13.57,1210.8141348959375,89227275.96875,53245,1087362,1761,14.28,22580332911,2017627760,10613.2667,44662422324251088181,0.0833,31553.90625
2017-02-26,14.59,1302.29021246375,89259096.125,51716,1089873,1713,14.12,22771424431,1704657840,11038.1733,39379004377985995785,0.0698,31820.15625
2017-02-27,15.55,1388.4648263609374,89290342.53125,52642,1093061,1819,14.37,23193818563,1932296583,11078.6475,45027386000703138046,0.0802,31246.40625
2017-02-28,16.07,1435.40773190375,89322198.625,60277,1097572,1935,14.08,23580755304,2140853331,11579.116,50962691423419127550,0.087,31856.09375
2017-03-01,17.55,1568.1511778765625,89353343.46875,59774,1104598,2235,14.45,27402631555,2146017149,11193.1403,54942971648871974051,0.0919,31144.84375
2017-03-02,19.08,1705.46531167125,89384974.40625,70779,1111090,2209,14.2,23609865289,2278844062,11369.6535,54862694242966990698,0.0943,31630.9375
2017-03-03,19.48,1741.8290041275,89416273.3125,64294,1117915,2084,14.31,23008036079,2015645991,11791.9899,46403122802155148932,0.0853,31298.90625
2017-03-04,18.61,1664.6169694784376,89447445.96875,58756,1122227,1860,14.37,22752613012,1881415432,11641.3951,42519420519271363084,0.0783,31172.65625
2017-03-05,19.22,1719.786530756875,89479007.84375,57031,1126316,1821,14.18,22459193729,1890414773,12169.6377,43438703490226225108,0.0777,31561.875
2017-03-06,19.75,1767.8256791328124,89510160.96875,57020,1130974,1808,14.41,22683379793,1824348403,12202.0077,41351692018480516903,0.0761,31153.125
2017-03-07,18.91,1693.2246539815626,89541229.71875,62589,1134803,1963,14.43,22439900327,1962866259,12126.1529,43802708615888367828,0.082,31068.75
2017-03-08,16.54,1481.530070554375,89572555.65625,55386,1139079,1800,14.29,22717981194,1749096281,12566.0974,40317484090895007739,0.0725,31325.9375
2017-03-09,17.71,1586.875597470625,89603365.1875,64266,1145689,2403,14.54,22460423289,2168001854,12593.1903,49768597101768192862,0.0922,30809.53125
2017-03-10,19.13,1714.7059231446874,89634392.21875,65132,1151824,2190,14.43,25715550291,2244444377,12622.6645,55572756428245646413,0.0951,31027.03125
2017-03-11,21.45,1923.327713896875,89665627.6875,64803,1157765,2014,14.35,22822227019,2121047668,12870.7578,47961429061199038755,0.0881,31235.46875
2017-03-12,23.31,2090.8248839690623,89696477.21875,66646,1165133,2043,14.53,22944292835,2112935282,12911.1921,48529026723026003793,0.0891,30849.53125
2017-03-13,28.45,2552.7641880609367,89728090.96875,81718,1177027,2452,14.25,23503094188,3230713433,13434.1504,76362749610958856557,0.1333,31613.75
2017-03-14,28.58,2565.32096012125,89759305.8125,77155,1186677,2433,14.43,22958465248,3113154274,13255.2329,74822605774397316786,0.1302,31214.84375
2017-03-15,35.18,3158.836244430625,89790683.46875,81205,1197188,2456,14.37,22877843867,2732822658,13628.7396,64307989531205615973,0.1138,31377.65625
2017-03-16,45.51,4087.804291520625,89822111.4375,109950,1214848,3071,14.37,23318234775,3665163840,13794.9629,85398885983425859306,0.152,31427.96875
2017-03-17,44.48,3996.70384334,89853953.3125,106635,1230590,2880,14.22,27329559604,3367447756,14518.7852,88966202597589970086,0.1379,31841.875
2017-03-18,34.0,3056.1048123125,89885435.65625,89920,1242545,2513,14.36,22588280322,2680677691,14696.5419,60519844564429769441,0.1107,31482.34375
2017-03-19,43.12,3877.196469685,89916430.1875,84599,1251192,2396,14.48,22676654708,2539978136,13915.1809,57003510352675362135,0.1051,30994.53125
2017-03-20,42.51,3823.693752255,89948100.5,80264,1260406,2316,14.15,22485861954,2538286690,14863.3155,56949211838891853751,0.1023,31670.3125
2017-03-21,42.67,3839.408918389688,89979116.90625,84298,1270512,2507,14.46,22401666063,2722576858,14561.0448,64218718934215860189,0.1119,31016.40625
2017-03-22,41.65,3748.9368772625,90010489.25,78821,1278778,2368,14.31,22752454613,2630501522,14914.7357,60196470444093515961,0.1052,31372.34375
2017-03-23,43.2,3889.7915121,90041470.1875,82434,1286770,2513,14.55,22541771175,2732317738,15425.4361,60999082037629553742,0.11,30980.9375
2017-03-24,53.19,4790.94622873875,90072311.125,87775,1298200,2557,14.54,27441833681,2802719814,15334.1063,73289017898363959002,0.1121,30840.9375
2017-03-25,50.62,4561.03278871625,90103373.9375,84394,1307733,2428,14.44,23012529660,2527232365,15439.4585,58092453009488053955,0.1023,31062.8125
2017-03-26,50.63,4563.512236438438,90134549.40625,79534,1315072,2375,14.37,22249849693,2604354268,16219.4936,58104728576066337737,0.1074,31175.46875
2017-03-27,49.06,4423.521961189375,90165551.59375,94570,1326892,2896,14.45,22247794560,3525902049,16894.3097,77739246066675336706,0.1456,31002.1875
2017-03-28,50.25,4532.354379890625,90196107.0625,84348,1335886,2543,14.61,22247087954,2829505044,16458.957,63882073242730655832,0.1177,30555.46875
2017-03-29,53.07,4788.366809492813,90227375.34375,93064,1344798,2744,14.36,22264312196,3116605361,17141.823,69324984414454722873,0.1237,31268.28125
2017-03-30,51.91,4685.302912183125,90258195.1875,96209,1359106,2853,14.57,22337722011,3137212539,17183.9723,71105132156761807056,0.1265,30819.84375
2017-03-31,49.91,4506.344127125313,90289403.46875,103102,1373457,2949,14.39,22421222086,3436349297,17643.5302,77400676527541184983,0.1374,31208.28125
2017-04-01,50.6,4570.20487295625,90320254.40625,80572,1381163,2403,14.51,22145659410,2573095663,17342.0731,57222881358614525490,0.1028,30850.9375
2017-04-02,48.55,4386.526251353125,90350695.1875,88948,1391454,2669,14.7,22176202916,2994651161,17320.8014,66267082119486013587,0.1209,30440.78125
2017-04-03,44.13,3988.552427836875,90381881.4375,100221,1404395,2788,14.4,22176569227,3376865972,16564.8723,74784457554753285736,0.1321,31186.25
2017-04-04,44.43,4017.0467798025,90412936.75,86279,1414615,2518,14.49,22335006404,2864503196,17593.0096,64979850017955125453,0.1157,31055.3125
2017-04-05,44.9,4060.94332560625,90444172.0625,87411,1424910,2558,14.41,22438228964,2984719130,18094.6996,68312686048585142155,0.1195,31235.3125
2017-04-06,43.23,3911.229772993125,90474896.4375,95177,1438686,2799,14.65,22774967565,3183645283,17967.3505,73388622888901059024,0.1306,30724.375
2017-04-07,42.31,3829.3076316878132,90505970.96875,92846,1446866,2776,14.47,22133175527,3272867342,18253.0325,72418987716162087042,0.1308,31074.53125
2017-04-08,44.37,4017.121658164688,90536886.59375,72144,1453582,2249,14.52,22134943280,2355623725,18340.2159,52327124252717605323,0.0951,30915.625
2017-04-09,43.72,3959.594863485,90567128.625,74557,1459569,2358,14.9,21963656913,2602180314,18009.4232,56805678809269509863,0.11,30242.03125
2017-04-10,43.74,3962.72003263875,90597165.8125,75487,1466596,2460,14.97,22330645586,2760816737,18072.1973,63038607924159119657,0.1163,30037.1875
2017-04-11,43.74,3964.051936141875,90627616.28125,75891,1472733,2377,14.76,22007626117,2679717515,18671.3934,58915272174260117298,0.1128,30450.46875
2017-04-12,46.38,4204.71030903375,90657833.3125,80347,1482952,2697,14.98,23067711028,3182442702,18555.8787,80688959257184656719,0.136,30217.03125
2017-04-13,49.97,4531.688012617813,90688173.15625,84124,1491389,2589,14.88,22310955741,2759203997,18205.074,61658463320247919047,0.1178,30339.84375
2017-04-14,47.32,4292.83078576625,90719162.84375,81155,1498483,2451,14.62,22257379067,2852421954,19833.812,62896440047970441193,0.1189,30989.6875
2017-04-15,48.89,4436.726479762188,90749160.96875,74820,1505072,2348,15.08,22240477959,2598033805,19260.1407,57805251362189566336,0.1111,29998.125
2017-04-16,48.22,4377.395598494375,90779668.15625,70634,1509655,2220,14.85,22100218538,2501650359,19591.7831,55117695420304876232,0.1059,30507.1875
2017-04-17,47.94,4353.446532560625,90810315.65625,72546,1516032,2309,14.73,22255010723,2751457420,19889.9768,60473297243117476294,0.1158,30647.5
2017-04-18,49.88,4531.140718865,90840832.375,83303,1524359,2603,14.67,22747420158,3260252456,20302.3049,73744781757982656265,0.1331,30516.71875
2017-04-19,47.88,4350.8768856525,90870444.5625,85734,1533074,2664,15.06,22626922333,3465363718,20078.8856,78396484540516482973,0.1485,29612.1875
2017-04-20,49.36,4486.86678278,90900866.75,85450,1543098,2581,14.67,22480105997,3408878184,20288.8866,71792773958471132024,0.1419,30422.1875
2017-04-21,48.27,4389.255979405313,90931344.09375,81278,1554295,2691,14.67,22819358782,3790138031,20805.2888,92197365095748269520,0.1532,30477.34375
