Date(UTC),Price,MarketCap,Supply,TxGrowth,AddressCount,BlockSize,BlockTime,AvgGasPrice,GasUsed,NetworkHash,TransactionFee,NetworkUtilization,BlockReward
2015-08-07,2.77,200.215391038125,72279924.5625,2050,10314,633,16.65,604684154870,49353826,95.2981,37318413511279304835,0.1317,27437.65625
2015-08-08,0.81,58.56937308,72307868.0,2881,10730,668,16.44,322713574989,376006093,104.8971,68099970071856826797,0.0468,27943.4375
2015-08-09,0.74,53.527934248125,72335046.28125,1329,11004,618,16.86,475467129048,38863003,109.6916,14098949703205590944,0.0024,27178.28125
2015-08-10,0.68,49.206747265,72362863.625,2037,11679,631,16.44,421654904254,74070061,120.5988,31165144438378735884,0.0045,27817.34375
2015-08-11,1.06,76.73434492375,72390891.4375,4963,13576,692,16.37,77838819162,163481740,134.7695,11311448586019755030,0.0099,28027.8125
2015-08-12,1.25,90.52282796875,72418262.375,2036,13913,653,16.86,444902379011,70102332,143.0004,32586992404377741650,0.0044,27370.9375
2015-08-13,1.78,128.95482429,72446530.5,2842,14459,666,16.34,268683475202,88234087,156.6101,24929169109943118841,0.0053,28268.125
2015-08-14,1.8,130.45974699375,72477637.21875,3174,15024,660,14.88,193455494453,78746522,196.7576,14354834112827458118,0.0043,31106.71875
2015-08-15,1.79,129.78600827625,72506149.875,2284,15407,638,16.04,144368937208,59565914,227.665,8836593028046850811,0.0035,28512.65625
2015-08-16,1.37,99.3705448365625,72533244.40625,2440,15698,641,16.84,120940093311,58241191,231.8948,6677237924905556046,0.0036,27094.53125
2015-08-17,1.2,87.073635975,72561363.3125,2512,15984,635,16.16,132149993345,60515132,258.9066,7642811839634956979,0.0036,28118.90625
2015-08-18,1.27,92.18615817875,72587526.125,2494,16268,648,17.46,146513014268,66816413,270.4645,11906071340176042601,0.0043,26162.8125
2015-08-19,1.26,91.494658276875,72614808.15625,3246,16553,653,16.64,194583349948,91746712,284.0496,15430950669480218002,0.0056,27282.03125
2015-08-20,1.48,107.5010804775,72635865.1875,2303,16773,650,21.47,99011782801,63112713,221.4382,6855566942706630722,0.005,21057.03125
2015-08-21,1.44,104.63408082,72662556.125,3919,17070,668,16.98,79543407701,106379973,277.282,7855041724705318491,0.0067,26690.9375
2015-08-22,1.39,101.0392481653125,72690106.59375,3579,17313,648,16.39,552841333007,90744195,312.6127,42547171829582457556,0.0055,27550.46875
2015-08-23,1.35,98.1670889953125,72716362.21875,4190,17662,681,17.24,73439482806,117802449,317.1623,8049767672901801716,0.0075,26255.625
2015-08-24,1.24,90.20218242,72743695.5,4432,17839,673,16.67,92409814705,97648912,333.3458,8876285419798610754,0.006,27333.28125
2015-08-25,1.17,85.1414049646875,72770431.59375,4487,18089,680,16.95,76432335617,114480057,325.2465,8259755825110535782,0.0071,26736.09375
2015-08-26,1.16,84.4440206925,72796569.5625,4156,18298,669,17.27,60481160549,99511209,343.1277,7447729278556984663,0.0063,26137.96875
2015-08-27,1.13,82.28784568375,72821102.375,5590,18508,708,18.35,59307091958,147888097,341.1168,8670963042887940562,0.01,24532.8125
2015-08-28,1.3,94.698925790625,72845327.53125,4758,18687,691,18.57,92879907335,111903559,355.2287,9925148370505206658,0.0077,24225.15625
2015-08-29,1.18,85.984065986875,72867852.53125,4139,18815,682,19.93,56211090684,99107570,351.453,5507451526061552074,0.0073,22525.0
2015-08-30,1.32,96.213884085,72889306.125,4572,19017,689,20.77,55155494457,102643603,340.144,5634173742432616856,0.0079,21453.59375
2015-08-31,1.35,98.429309409375,72910599.5625,5196,19168,731,20.87,58423521569,129040364,359.3523,7424533814378986634,0.01,21293.4375
2015-09-01,1.35,98.4567724171875,72930942.53125,5153,19349,741,21.86,56671549652,140186844,363.4134,7843769855894396934,0.0113,20342.96875
2015-09-02,1.29,94.10463553875,72949329.875,5195,19500,766,24.12,59243651401,139367393,355.9032,8153735331051015790,0.0124,18387.34375
2015-09-03,1.26,91.93805562375,72966710.8125,4777,19646,755,25.53,55051483461,126323875,339.3088,6970025674099678731,0.0119,17380.9375
2015-09-04,1.27,92.697036713125,72989792.6875,5642,19791,762,19.3,58779015464,167169621,350.0661,9733856361469302860,0.012,23081.875
2015-09-05,1.37,100.0311277975,73015421.75,5519,19955,753,17.48,54768144366,159443421,374.917,9141228323603367680,0.0103,25629.0625
2015-09-06,1.3,94.954067040625,73041590.03125,5521,20081,733,17.19,55089818552,142769611,388.4451,8055487734515995632,0.0091,26168.28125
2015-09-07,1.24,90.60314262,73067050.5,5702,20308,753,17.77,53594260637,170954165,379.8349,9256422395866533683,0.0113,25460.46875
2015-09-08,1.23,89.90431989,73092943.0,5622,20433,759,17.46,64932639811,159613715,370.7395,10379926302044415805,0.0103,25892.5
2015-09-09,1.21,88.4744384940625,73119370.65625,5604,20609,765,17.12,53779997784,173606036,386.1935,9840601069163061227,0.011,26427.65625
2015-09-10,1.16,84.849145255,73145814.875,5341,20711,730,17.18,54630657670,141533806,392.0801,7925807170796993218,0.009,26444.21875
2015-09-11,0.98,71.709593624375,73173054.71875,6460,20897,736,16.71,55713802958,160019709,421.6556,8876728152679961379,0.0099,27239.84375
2015-09-12,1.04,76.127434045,73199455.8125,5596,21043,761,17.11,61830202468,186314190,424.2721,11354833193505237873,0.0118,26401.09375
2015-09-13,0.94,68.832089585625,73225627.21875,6057,21252,764,17.25,52313524792,177583552,432.7014,9578725673919106360,0.0114,26171.40625
2015-09-14,0.87,63.7285573490625,73251215.34375,5572,21409,771,17.61,53772389657,171636301,399.6471,9901548419395161346,0.0113,25588.125
2015-09-15,0.94,68.880220816875,73276830.65625,5409,21581,755,17.75,53191101494,148568242,387.7858,8426997145283307063,0.0098,25615.3125
2015-09-16,0.9,65.972833903125,73303148.78125,5872,21719,739,17.32,111518559318,146153300,383.9057,15146617077844793236,0.0094,26318.125
2015-09-17,0.89,65.2624401215625,73328584.40625,5368,21826,753,17.91,55637920883,147106346,362.1457,8556523791455505710,0.0097,25435.625
2015-09-18,0.85,62.35131320625,73354486.125,5802,21999,785,17.57,55703151966,212949263,346.2296,11834821066198469252,0.0139,25901.71875
2015-09-19,0.89,65.309682573125,73381665.8125,5205,22106,735,16.9,51639660974,151038683,357.5566,7982204372925467553,0.0095,27179.6875
2015-09-20,0.94,69.005069560625,73409648.46875,6402,22230,766,16.04,52910345407,206446103,408.748,10969645471755072320,0.0124,27982.65625
2015-09-21,0.9,66.092670309375,73436300.34375,6305,22363,779,16.87,51171380285,190902398,409.9779,10180741940942933773,0.012,26651.875
2015-09-22,0.9,66.116403590625,73462670.65625,6804,22496,807,17.0,51465441496,211491983,410.0917,11404145175916603648,0.0133,26370.3125
2015-09-23,0.9,66.140775871875,73489750.96875,7404,22648,784,16.58,51732832046,198471252,438.8619,10700267104792060772,0.0122,27080.3125
2015-09-24,0.81,59.5480707675,73516136.75,6224,22783,782,17.1,54262646753,183782502,436.2345,10319506266501325064,0.0117,26385.78125
2015-09-25,0.74,54.42192373875,73543140.1875,5851,22902,767,16.73,52300197415,178617418,443.497,9836594916126598067,0.0111,27003.4375
2015-09-26,0.78,57.38385939,73569050.5,5907,22964,765,17.32,55315658061,160320021,440.6371,9289146478621032364,0.0104,25910.3125
2015-09-27,0.72,52.9877243475,73594061.59375,5760,23045,725,17.92,51025979902,165754018,426.444,8423870450444848099,0.0111,25011.09375
2015-09-28,0.59,43.435077729375,73618775.8125,6123,23160,755,18.02,52683661382,171799357,391.4721,9272346609307110334,0.0115,24714.21875
2015-09-29,0.68,50.07733809,73643144.25,5738,23283,762,18.51,55437141860,155322802,347.3122,8877328420749419272,0.0107,24368.4375
2015-09-30,0.72,53.04113136,73668238.0,5870,23385,742,18.04,51461473059,161315703,332.8925,8385327115721004019,0.0108,25093.75
2015-10-01,0.68,50.11304882125,73695660.03125,6421,23482,741,16.45,51474669294,167413168,365.2783,8767949463445914933,0.0102,27422.03125
2015-10-02,0.68,50.13134974625,73722573.15625,6063,23563,773,16.62,52567714347,175336965,378.4969,9765296662850670640,0.0109,26913.125
2015-10-03,0.69,50.8868285653125,73749026.90625,6112,23689,769,16.84,52502578427,176738025,390.9186,9791648364458627976,0.0111,26453.75
2015-10-04,0.67,49.428919731875,73774507.0625,6624,23777,776,17.47,50733256095,175625589,371.1233,9431925785897953000,0.0114,25480.15625
2015-10-05,0.63,46.494405680625,73800643.9375,6279,23909,771,17.05,50742818443,217225401,385.5859,11486773507230090791,0.0138,26136.875
2015-10-06,0.66,48.72494913,73825680.5,6458,24005,781,17.67,51375494165,185466056,368.4521,9995299953552863558,0.0123,25036.5625
2015-10-07,0.61,45.0496065971875,73851814.09375,7121,24102,808,17.09,51181314265,227483136,366.9765,12182989920710770554,0.0145,26133.59375
2015-10-08,0.62,45.804729694375,73878596.28125,6926,24168,789,16.6,56971870131,206603046,375.1336,11972933368342351096,0.0128,26782.1875
2015-10-09,0.65,48.037628559375,73904043.9375,6763,24243,779,17.45,61962572208,180944156,364.9485,11309218384317883884,0.0117,25447.65625
2015-10-10,0.63,46.57561248375,73929543.625,6529,24303,778,17.44,64893302980,174240457,360.6383,11382811617053815692,0.0113,25499.6875
2015-10-11,0.63,46.5923142759375,73956054.40625,6023,24359,748,16.91,56318375319,154497993,381.8711,8998794599150719656,0.0097,26510.78125
2015-10-12,0.63,46.6091982759375,73982854.40625,6593,24473,787,16.48,51359902694,200001725,386.3386,10703807320817251298,0.0124,26800.0
2015-10-13,0.6,44.4057136125,74009522.6875,6818,24675,818,16.76,53219625156,223630692,397.9554,12323248799642253340,0.0139,26668.28125
2015-10-14,0.51,37.758053139375,74035398.3125,6830,24906,791,17.3,57976429615,193279995,394.1999,11831998521079002721,0.0125,25875.625
2015-10-15,0.56,41.4741649175,74061008.78125,6499,25142,824,17.39,54823147993,347607211,372.9212,18870343861669733508,0.0225,25610.46875
2015-10-16,0.53,39.265818599375,74086450.1875,6795,25248,827,17.56,53404946237,400824348,347.0096,21179446545648124480,0.0261,25441.40625
2015-10-17,0.55,40.762095446875,74112900.8125,6567,25356,788,16.86,53619552703,230368185,373.0388,12291462445798012724,0.0145,26450.625
2015-10-18,0.52,38.55214952875,74138749.09375,6481,25489,812,17.28,52006592112,249377360,362.4454,13113012602069783055,0.0161,25848.28125
2015-10-19,0.49,36.340710748125,74164715.8125,6604,25729,802,17.29,52456819761,216816740,360.9165,11699219139603278508,0.0139,25966.71875
2015-10-20,0.44,32.6439996575,74190908.3125,5897,25828,770,17.2,53767556518,191557542,359.4184,11527019798769716636,0.0122,26192.5
2015-10-21,0.44,32.65546007625,74216954.71875,6182,26090,774,17.22,53588794315,180468852,358.9999,10155857734674392412,0.0115,26046.40625
2015-10-22,0.59,43.802948445,74242285.5,5979,26244,782,17.78,57253941421,237772273,341.149,13200504837911974188,0.0157,25330.78125
2015-10-23,0.52,38.62031892875,74269844.09375,6888,26449,818,16.26,51207267003,260401303,380.6258,13747941391847577549,0.0157,27558.59375
2015-10-24,0.57,42.3492666834375,74296959.09375,6361,26892,771,16.52,50749518370,211420205,400.8051,10696638217152165404,0.013,27115.0
2015-10-25,0.65,48.310452653125,74323773.3125,5830,27220,751,16.74,51635339670,170100960,415.4128,9079512126157535658,0.0106,26814.21875
2015-10-26,0.74,55.0187695825,74349688.625,5938,27534,765,17.52,54585998170,203310004,399.276,10773267121614423564,0.0132,25915.3125
2015-10-27,0.87,64.70817694125,74377214.875,6784,27744,815,16.5,53525777571,365376906,423.6995,18902897578375482359,0.0223,27526.25
2015-10-28,1.01,75.147598945625,74403563.3125,7346,27918,808,17.33,54787998286,202357247,425.0888,10898696630107062428,0.013,26348.4375
2015-10-29,1.16,86.34004159875,74431070.34375,7836,28188,814,16.64,52364630378,241667844,457.198,12550751739957046206,0.0149,27507.03125
2015-10-30,1.04,77.43714602,74458794.25,7941,28770,781,16.3,54017718700,250649964,485.0091,13466321660416294744,0.0152,27723.90625
2015-10-31,0.89,66.293022435625,74486542.0625,7557,29166,812,16.65,53753181787,296674561,512.5808,15482425600544887284,0.0184,27747.8125
2015-11-01,1.05,78.2404583296875,74514722.21875,6915,29676,783,16.54,50751088484,316473677,520.7818,16170261068417536249,0.0195,28180.15625
2015-11-02,0.96,71.56018218,74541856.4375,6558,29973,779,17.04,53162663704,193339829,494.4047,10396013972700378420,0.0122,27134.21875
2015-11-03,1.0,74.56946221875,74569462.21875,7399,30326,844,16.83,51578536572,236076946,480.1956,12240350989948539726,0.0148,27605.78125
2015-11-04,0.87,64.89954540375,74597178.625,7037,30608,762,16.79,52243136362,180987375,508.4657,9392856950587456979,0.0112,27716.40625
2015-11-05,0.89,66.4157783278125,74624470.03125,7498,30815,813,16.85,52990311400,199792729,489.3514,10593890524409684909,0.0125,27291.40625
2015-11-06,0.92,68.67974084125,74651892.21875,7882,30968,812,16.56,52184810513,309939683,491.3861,15936270156556764007,0.0192,27422.1875
2015-11-07,0.92,68.70431892875,74678607.53125,10996,31514,1005,17.27,51944373853,572275369,478.1613,32079919793349356329,0.037,26715.3125
2015-11-08,1.02,76.200014525625,74705896.59375,12413,32153,1015,17.02,52414324288,563914716,498.873,29526878882442981964,0.0357,27289.0625
2015-11-09,1.0,74.732956125,74732956.125,7689,32455,786,17.0,51918274052,211894015,496.5674,11263102919443230382,0.0134,27059.53125
2015-11-10,0.92,68.7795681725,74760400.1875,8151,32634,834,16.92,52237284910,287969451,505.3881,15351192628299204876,0.0181,27444.0625
2015-11-11,0.78,58.334816865,74788226.75,10217,32804,1044,17.08,52560853806,414061456,508.885,23076791328155836314,0.0262,27826.5625
2015-11-12,0.89,66.5864636403125,74816251.28125,9534,32918,874,16.84,59050838844,450460992,517.4888,25889101201769871285,0.0282,28024.53125
2015-11-13,0.89,66.611548429375,74844436.4375,7891,33055,808,16.63,51534479321,280236525,528.3143,14583302464865801953,0.0174,28185.15625
2015-11-14,0.89,66.6367867434375,74872794.09375,7211,33157,938,16.64,51216461485,360305868,534.8715,18534033511704232124,0.0224,28357.65625
2015-11-15,0.9,67.410822825,74900914.25,7170,33264,797,16.52,51537798825,224846805,550.2513,11483974092635215057,0.0138,28120.15625
2015-11-16,0.94,70.432610841875,74928309.40625,7442,33376,782,16.97,56768038418,182259335,541.2585,10269635973055744198,0.0115,27395.15625
2015-11-17,1.0,74.956103,74956103.0,7145,33512,762,16.54,56303859554,171866071,535.801,9596829650575912999,0.0106,27793.59375
2015-11-18,0.99,74.2335214809375,74983355.03125,7373,33629,774,16.81,53515892028,195036006,550.5812,10321475397415639389,0.0122,27252.03125
2015-11-19,0.95,71.2594225453125,75009918.46875,8876,33765,882,17.04,54119551224,291565861,552.7532,15863939513515044891,0.0186,26563.4375
2015-11-20,0.93,69.782595511875,75035048.9375,6348,33883,814,18.1,54384895828,215430072,472.9611,11986899241936797512,0.0145,25130.46875
2015-11-21,0.97,72.80997619125,75061831.125,6822,33999,832,16.97,54039631830,200136785,480.0484,11244910062602561332,0.0127,26782.1875
2015-11-22,0.96,72.08526693,75088819.71875,7083,34447,816,16.9,53793371733,200785655,480.251,11241715326286604797,0.0127,26988.59375
2015-11-23,0.94,70.60912653875,75116092.0625,8260,34594,863,16.65,55629754775,233727612,487.9382,13316084717852136228,0.0146,27272.34375
2015-11-24,0.91,68.380075570625,75142940.1875,7152,34812,828,17.21,58042755370,213080657,486.5758,12966491027158747161,0.0136,26848.125
2015-11-25,0.86,64.64569437375,75169412.0625,7098,34913,807,17.37,54235748106,236509015,470.151,12459630991672277588,0.0152,26471.875
2015-11-26,0.88,66.17243644,75195950.5,7278,35071,784,17.36,53986356287,172083879,470.857,9307010479992449281,0.0111,26538.4375
2015-11-27,0.87,65.44473851625,75223837.375,6639,35136,790,16.5,53456555142,173300084,492.9653,9399192619419860582,0.0107,27886.875
2015-11-28,0.91,68.4784512628125,75251045.34375,6817,35204,774,16.96,54312682973,277436869,498.5437,14567130571469754409,0.0176,27207.96875
2015-11-29,0.87,65.4922020459375,75278393.15625,6853,35288,776,16.84,53321187419,171604728,500.4669,9090792117113711272,0.0108,27347.8125
2015-11-30,0.88,66.2690594775,75305749.40625,8986,35402,864,16.75,55199244474,378296036,503.9533,20815751537737421266,0.0237,27356.25
2015-12-01,0.87,65.5399642303125,75333292.21875,6794,35508,847,16.92,54837947431,231616100,514.3284,13074388944575777609,0.0145,27542.8125
2015-12-02,0.83,62.5482183775,75359299.25,6502,35607,819,17.86,53588845124,209753737,481.8385,11438122532174238399,0.0138,26007.03125
2015-12-03,0.82,61.817637275625,75387362.53125,6971,35709,778,16.46,53564860105,198524826,504.3068,10666077605006573721,0.0121,28063.28125
2015-12-04,0.84,63.34779520125,75414041.90625,6898,35879,804,17.09,53920215595,224707034,493.1904,12372342317467218045,0.0143,26679.375
2015-12-05,0.85,64.1245302140625,75440623.78125,6784,36022,835,17.07,54430269329,231821279,511.9346,13084824514839102759,0.0147,26581.875
2015-12-06,0.84,63.3921788325,75466879.5625,9103,36291,877,17.42,53904812363,321509549,487.6672,17147404223188337107,0.0208,26255.78125
2015-12-07,0.8,60.394878775,75493598.46875,7141,36437,775,17.18,53988885934,176718066,483.681,9642772252255179440,0.0113,26718.90625
2015-12-08,0.83,62.6815261040625,75519910.96875,6697,36557,771,17.39,53743612456,170716327,469.5651,9146200894289794928,0.0111,26312.5
2015-12-09,0.79,59.6831056746875,75548235.03125,7001,36673,779,16.46,54733915734,179709088,494.265,10136989432654592764,0.011,28324.0625
2015-12-10,0.84,63.483598395,75575712.375,7444,36820,820,16.71,54938250098,205190667,504.7793,11340935043430610418,0.0127,27477.34375
2015-12-11,0.91,68.798489020625,75602735.1875,8105,36951,884,16.93,58195798149,270674425,514.5903,16852443787757887529,0.017,27022.8125
2015-12-12,0.97,73.3610434975,75629941.75,8205,37373,916,16.82,59486449382,353864548,517.9029,23123143175929711610,0.0222,27206.5625
2015-12-13,0.96,72.63153513,75657849.09375,7426,37569,845,16.29,56701649126,325726017,556.8745,18732109712665255814,0.0196,27907.34375
2015-12-14,0.99,74.927712110625,75684557.6875,15550,37729,1752,17.12,53372600387,1415319249,541.3528,74652439561455021898,0.0901,26708.59375
2015-12-15,1.01,76.4686879409375,75711572.21875,21098,37850,1834,16.91,62650330558,1945458070,559.704,114407858336816933404,0.1209,27014.53125
2015-12-16,0.99,74.980649266875,75738029.5625,10304,37990,1216,17.13,54026271431,838759501,534.0622,44216781874774645730,0.0536,26457.34375
2015-12-17,0.94,71.21901792625,75764912.6875,9612,38358,1053,16.86,55081281267,606010119,553.9679,32401075213208356891,0.0381,26883.125
2015-12-18,0.91,68.9703416675,75791584.25,9032,38634,1057,17.06,55034649240,601895736,552.1806,32181421454696323527,0.0382,26671.5625
2015-12-19,0.9,68.236450903125,75818278.78125,9314,38756,1009,16.89,53891713881,539740128,548.8488,28516230925703049905,0.0341,26694.53125
2015-12-20,0.9,68.2602433875,75844714.875,9879,38902,1103,17.07,53342677327,655002877,533.1539,34427170021645833151,0.0421,26436.09375
2015-12-21,0.89,67.525343691875,75871172.6875,12063,39082,1172,17.14,53466176225,740632642,531.4617,39119193998361059476,0.0474,26457.8125
2015-12-22,0.87,66.031735944375,75898547.0625,21027,39208,2045,16.63,53627121090,1120896788,564.9776,59162525716954596713,0.0695,27374.375
2015-12-23,0.85,64.537054471875,75925946.4375,22740,39317,1544,16.73,55663754533,1474132298,552.9946,81425990746295054821,0.0908,27399.375
2015-12-24,0.85,64.55973805,75952633.0,13494,39422,1292,17.04,52792315740,872428171,539.4988,45754637863071995296,0.0553,26686.5625
2015-12-25,0.87,66.1021098365625,75979436.59375,9521,39537,1042,16.82,53550792729,502552472,539.1713,26594059296531217594,0.0315,26803.59375
2015-12-26,0.85,64.6050972375,76005996.75,10726,39678,1074,17.08,53675955367,587287522,529.3583,31296185188395460133,0.0374,26560.15625
2015-12-27,0.85,64.627922925,76032850.5,21867,39822,1575,16.96,66846252680,1308470039,545.346,86634345029167915594,0.0803,26853.75
2015-12-28,0.84,63.89032311375,76059908.46875,12368,40010,1239,16.65,53108130511,687001176,545.0927,36400490688487782520,0.043,27057.96875
2015-12-29,0.87,66.195315519375,76086569.5625,11358,40182,1200,17.18,53729001893,621538951,542.2221,33189211049882554675,0.0397,26661.09375
2015-12-30,0.9,68.50197523125,76113305.8125,21767,40333,1564,17.03,56716784472,1353161589,534.5552,76132284001654180432,0.0851,26736.25
2015-12-31,0.93,70.8104025946875,76140217.84375,10301,40566,1057,16.97,57661175081,452065747,542.7166,25067324647301430536,0.0286,26912.03125
2016-01-01,0.93,70.8346444978125,76166284.40625,8233,40701,885,17.43,54747565393,292262422,526.2007,15650894936718752380,0.019,26066.5625
2016-01-02,0.93,70.860111530625,76193668.3125,9164,40850,954,16.74,53323453178,368139389,528.0765,19359790811857714750,0.023,27383.90625
2016-01-03,0.97,73.9347037709375,76221344.09375,9258,41000,955,16.51,53342341402,369359246,544.8281,19448316682466488056,0.0229,27675.78125
2016-01-04,0.95,72.4363264828125,76248764.71875,9474,41198,981,16.61,54038066808,402593450,541.3346,21310431896313736148,0.0251,27420.625
2016-01-05,0.95,72.462773740625,76276603.9375,16430,41381,1396,16.47,57078526509,1081639803,548.8214,60356444504277487333,0.0667,27839.21875
2016-01-06,0.96,73.25206023,76304229.40625,17074,41647,1553,16.63,53724486418,1248021662,552.2518,66533918450161227489,0.0778,27625.46875
2016-01-07,0.95,72.5146890140625,76331251.59375,22075,41869,1550,16.99,53273537581,1230019603,526.3401,65506547602439590264,0.0785,27022.1875
2016-01-08,0.99,75.595655829375,76359248.3125,10919,42078,1080,16.28,53800517545,484149867,550.7067,26049507544506407175,0.0298,27996.71875
2016-01-09,0.99,75.6229756528125,76386844.09375,11793,42411,1209,16.59,53277018400,727791392,551.6457,39300517520859971054,0.0454,27595.78125
2016-01-10,0.99,75.649990741875,76414132.0625,10320,42678,1044,16.59,53104731714,491410995,538.0286,26326052773322897092,0.0307,27287.96875
2016-01-11,1.05,80.2631940796875,76441137.21875,10893,43005,1058,16.51,53940328769,482297856,561.5707,25513565112846124771,0.0301,27005.15625
2016-01-12,1.23,94.05445674,76467038.0,10862,43351,1094,17.23,54526276152,471922007,541.1136,25630722267460299100,0.0305,25900.78125
2016-01-13,1.13,86.437737843125,76493573.3125,17665,43579,1423,16.93,58256098368,1023451156,530.6222,60312609443641457512,0.0644,26535.3125
2016-01-14,1.16,88.76377133625,76520492.53125,10653,43804,1062,16.66,55250356301,489948500,553.7419,26776176405036451541,0.0306,26919.21875
2016-01-15,1.22,93.3876936475,76547289.875,9875,44209,1006,16.61,57562550443,409950494,567.1537,23160124217773726978,0.0257,26797.34375
2016-01-16,1.22,93.42005186,76573813.0,10664,44494,967,16.79,55150540726,418575124,574.0822,22650257057284401829,0.0264,26523.125
2016-01-17,1.31,100.3465408253125,76600412.84375,9747,44771,887,16.76,53477721574,323467063,568.3259,17039702197228480516,0.0204,26599.84375
2016-01-18,1.47,112.64173851,76627033.0,12916,45167,1057,16.71,53945900879,591740638,591.419,30918809979884179006,0.0371,26620.15625
2016-01-19,1.37,105.014782363125,76653125.8125,13420,45486,1107,16.93,53767376718,678347830,584.904,35576958227966313784,0.0434,26092.8125
2016-01-20,1.53,117.319892518125,76679668.3125,10610,45937,959,16.72,55721616549,348032526,588.1518,19013491869610907123,0.022,26542.5
2016-01-21,1.54,118.126604798125,76705587.53125,10734,46362,944,16.97,60639283859,342268224,584.1308,20295975834499795383,0.022,25919.21875
2016-01-22,1.52,116.6324006475,76731842.53125,13848,46783,1027,16.81,56195249052,570242575,610.6596,31181325074578597403,0.0362,26255.0
2016-01-23,2.03,155.8179528040625,76757612.21875,11025,47374,906,17.12,55504259187,322444465,608.8656,17432803410571133806,0.0208,25769.6875
2016-01-24,2.1,161.24819589375,76784855.1875,12798,48105,993,16.39,58951408559,423769859,650.5701,23730882576743100681,0.0261,27242.96875
2016-01-25,2.5,192.026380546875,76810552.21875,17121,48925,1335,17.31,56752420983,726749777,624.8285,40191242860806737766,0.0474,25697.03125
2016-01-26,2.3,176.72634530625,76837541.4375,16511,49844,1228,16.37,58955359850,673354229,672.8732,37898057547576072726,0.0416,26989.21875
2016-01-27,2.42,186.010014169375,76863642.21875,18747,50637,1566,16.96,58687046251,988064305,663.7333,56860146719716907969,0.0631,26100.78125
2016-01-28,2.55,196.0700276109375,76890206.90625,16765,51643,1424,16.96,56180261528,757796542,652.1991,41356011041144648852,0.0477,26564.6875
2016-01-29,2.41,185.36844537375,76916367.375,16395,52611,1308,17.27,59508641167,662122614,670.1196,37410343427461486224,0.0423,26160.46875
2016-01-30,2.43,186.970422015,76942560.5,14661,53598,1179,17.11,67198755701,547033880,668.8032,35429282168080463040,0.0347,26193.125
2016-01-31,2.2,169.330133225,76968242.375,14166,54494,1135,17.63,66544976813,528433090,646.7083,33883769366783898846,0.0345,25681.875
2016-02-01,2.17,167.07844176625,76994673.625,14199,55186,1081,16.96,66170097350,467975052,679.1845,32539227416216587495,0.0297,26431.25
2016-02-02,2.45,188.700328053125,77020542.0625,14291,55768,1077,17.15,65763607541,463852720,648.4793,29462927838445742070,0.0298,25868.4375
2016-02-03,2.53,194.9310352790625,77047840.03125,14274,56445,1060,16.36,64138762372,454011879,696.9209,27729175477288151003,0.0278,27297.96875
2016-02-04,2.57,198.08121410375,77074402.375,14371,57050,1087,16.8,73409019027,490608958,694.2255,32717501856642223868,0.0308,26562.34375
2016-02-05,2.57,198.1494696896875,77100960.96875,15249,57863,1117,16.84,68267066894,532003821,698.6372,38974371493185273232,0.0336,26558.59375
2016-02-06,2.53,195.1320860775,77127306.75,31418,58402,1678,17.05,131916789237,1516518359,674.6478,240782836139497540152,0.0965,26345.78125
2016-02-07,3.0,231.4619743125,77153991.4375,14264,58925,1026,16.69,81674346130,456085675,693.3343,53120733907433247770,0.0285,26684.6875
2016-02-08,3.16,243.8908427425,77180646.4375,14719,59593,1034,16.75,80464718771,449250211,723.2448,37812427358868402303,0.0282,26655.0
2016-02-09,3.76,290.2987619175,77207117.53125,15517,60346,1032,16.92,124510154916,459451796,699.4473,50166925483712683867,0.0289,26471.09375
2016-02-10,4.35,335.9647626984375,77233278.78125,17141,61635,1106,17.26,141417210581,490191172,718.0474,58884244371348296342,0.0315,26161.25
2016-02-11,6.38,492.917247068125,77259756.59375,21440,63947,1280,17.02,66426480457,682060218,747.5285,46523547266425745299,0.0433,26477.8125
2016-02-12,5.27,407.29858295375,77286258.625,18109,65483,1171,16.99,62799761220,540874146,720.7269,33065545419009687145,0.0342,26502.03125
2016-02-13,5.22,403.57459177875,77313140.1875,19327,66901,1222,16.82,57729244744,634287258,766.029,36118585709597310658,0.0396,26881.5625
2016-02-14,5.2,402.1652401,77339469.25,16624,68010,1140,17.03,53479540613,514552660,775.2691,27773044299706597294,0.0328,26329.0625
2016-02-15,5.22,403.84892561625,77365694.5625,17159,68996,1127,17.2,56788416456,545779880,794.6889,30725342958734838838,0.0349,26225.3125
2016-02-16,4.25,328.9165964609375,77392140.34375,17549,69956,1128,17.02,55814592783,589465103,789.694,33294520810596814615,0.0373,26445.78125
2016-02-17,3.86,298.8327557675,77417812.375,19990,70919,1265,17.5,54601880947,724546098,770.0884,41019393677163280957,0.0474,25672.03125
2016-02-18,4.36,337.65595867375,77444027.21875,16969,71720,1109,17.1,54513971078,538282068,750.9481,29269923354896102421,0.0343,26214.84375
2016-02-19,4.45,344.744537959375,77470682.6875,18412,73097,1157,16.91,54608221632,656406787,794.8141,37036003294327345719,0.0415,26655.46875
2016-02-20,4.37,338.6629539584375,77497243.46875,16714,73761,1046,16.83,53778238540,499477626,800.292,26791644896446060433,0.0315,26560.78125
2016-02-21,4.63,358.9351015446875,77523780.03125,17119,75500,1051,16.81,54255151037,507918522,808.8832,28140680307967496994,0.032,26536.5625
